id,summarization,tokens,topics,description
5056199,,[],[],this plugin no longer supported please use x editable instead
2853502,,[],[],a generic static site generator built using and marked
476166,,[],[],jquery lint is a simple script you can download and use with jquery it works over the top of jquery and diligently reports errors and any incorrect usage of jquery
8993254,,[],[],an android toast similar to the one seen in the gmail app
4382236,,[],[],a personal paas for mac and linux
763605,,[],[],an objective c wrapper around core text for creating multi column text and loading custom fonts
3279226,,[],[],zero downtime reloads and requests load balancer based on distribute
1275916,,[],[],the open source game engine for ios
4165901,,[],[],objc runtime additions
2506397,,[],[],a out of order and real time typeahead search library
1676524,,[],[],jquery mobile angular adapter
1882992,,[],[],css d animation library
1074826,,[],[],legacy openframeworks wrapper for the xbox kinect of pre    and only ofxkinect is now included and is being maintained in of releases
7348960,,[],[],ibooks style d flip transition animation rendered in opengl es   and wrapped in a uistoryboardsegue subclass
12072572,,[],[],thatpdf is an open source application for reading and annotating pdfs
13510786,,[],[],problem you need to store a large amount of key value based data in and firefox
16979,,[],[],rr double ruby is a test double framework that features a rich selection of double techniques and a terse syntax
1473004,,[],[],bob mccune s collection of core animation demos
14143900,,[],[],using svgs on websites is becoming more and more easy with great libraries like snap svg today we want to explore what we can do with it and animate some svg icons as a practical example
9971880,,[],[],a small js library that makes it possible to trace function calls
12364261,,[],[],a embeddable web server for objective c
1032993,,[],[],collection of csshooks that work with jquery    and
3046519,,[],[],backbone js stack boilerplates demonstrating integration with grails and more
6633388,,[],[],write and read markdown in real time with anyone you want
1175501,,[],[],a family of libraries and daemons for building scalable web infrastructure
294069,,[],[],hpricot has ended please consider an alternative like nokogiri
857598,,[],[],an extremely hackable full realtime twitter client
2773714,,[],[],please use koreader instead a pdf plus html viewer made for e ink framebuffer using crengine
10227416,,[],[],layersprites is a library designed to simplify the use of sprite sheets image maps containing multiple sub images in uikit applications without using opengl or rd party game libraries can load sprite sheets in the cocod format
8383053,,[],[],one rest api client for all
1194413,,[],[],a base for longform tablet typography in html
7427888,,[],[],a library to work with css keyframe animations from javascript
3204070,,[],[],modular http server framework for go
1501267,,[],[],lightweight mapreduce in python
335762,,[],[],a webkit based mac os x screensaver use any webpage or javascript program as a screensaver
9212046,,[],[],this is a historical repository of satoshi nakamoto s original bitcoin sourcecode
3924478,,[],[],deprecated pointer js consolidates pointer like input models across browsers and devices
8414241,,[],[],a set of angularjs directives that provide common d visualizations for elasticsearch
745626,,[],[],the objective c http library that apple should have seriously
3923123,,[],[],dsl to document and test web services
9464744,,[],[],drag to go back interaction implementaion
662194,,[],[],jquery d transformation plugin
6187890,,[],[],a library greatly enhancing the features of the google maps external library effortless map gesture map callout built in user tracking etc
7165429,,[],[],generic interactive d transformation tweaking tool for ios development
179087,,[],[],vim plugin for debugging ruby applications using ruby debug ide gem
2097345,,[],[],a lightweight d particle engine in compatible with three js and tween js
3378706,,[],[],a simple focussing on using html notification support in chrome and safari works with mountain lion s notification center
12644632,,[],[],circular progress view button inspired by ffcircularprogressview
6033194,,[],[],a http proxy that lets you map subdomains to git branches for site testing
2262034,,[],[],alicejs a lightweight independent css engine is a micro javascript library for a click the link below
7099873,,[],[],sequencer is an ios library for asynchronous flow control
7847738,,[],[],css spinner for modern built with sass
1880002,,[],[],a fast peg parser written in javascript with first class errors
591795,,[],[],android plugin for the gradle build system
5760207,,[],[],delta jquery ui theme
4445125,,[],[],a cowboy websocket demo
10761652,,[],[],a tutorial on how to create some subtle and modern caption hover effects
11714507,,[],[],highly customizable calendar component for ios apps
13304991,,[],[],historically first actually   release of linux kernel made by linus torvalds
2925873,,[],[],advanced analytics engine for nosql data
787835,,[],[],open transactions democratizes financial and monetary actions you can use it for issuing currencies and paying creating asset sending and receiving digital writing and depositing cashier s creating basket trading on scripting custom recurring etc open transactions uses strong crypto the balances are unchangeable even by a malicious server the receipt history is destructible the transactions are unforgeable the cash is unlinkable the cheques are non repudiable etc
3570375,,[],"['album', 'document', 'gallery', 'image', 'ios', 'library', 'pdf', 'photo', 'showcase', 'video']",an initial implementation of a showcase view controller for ios apps visualizes videos and pdf files beautifully by pittleorg meta viewer
11559584,,[],[],high performance opengl fluid solver in c and and
4868926,,[],[],drop in ios component to easily import photos from and more
11116298,,[],[],automatic squash and stretch animated subclasses of uiview and calayer
10256757,,[],[],a custom table view with highly detailed ripple animations
7550537,,[],[],instrumentation for objective c for debugging and profiling
8836945,,[],[],yet another write optimized storage using buffered b tree algorithm inspired by tokudb
1602284,,[],[],the command line client for cloud foundry the open platform as a service project
6021895,,[],[],a cli share link generator
11295981,,[],[],super simple countdowns
3247154,,[],[],a lightweight query api for backbone collections
3027172,,[],[],the and nebulizer for indextank
10436592,,[],[],a listview and scrollview header that hides when scrolling down and reappears immediately when scrolling regardless of how far down the list we ve gone like the one from the google keep app
6538491,,[],[],demonstration of using corebluetooth on mac and ios
7087398,,[],[], swf   office and pdf and txt and html 
12395584,,[],[],an all in one jquery plugin that let you change your browser s title and more to reflect new notifications
3722494,,[],[],xdebug interface for sublime text 
189325,,[],[],a non instrusive gem which helps you search and manage your data using browser
1290426,,[],[],adaptations and extensions of twitter related examples from mining the social web
13417449,,[],[],this subclass of nsview can be used to get an ios  like blurred background to mimic a frosted glass effect
8004779,,[],[],paperfoldgallery for ios
14851192,,[],[],clapper source code of imax im
181346,,[],[],don t delete your move them to a different table
8296812,,[],[],chrome developer tools extension for debugging backbone based apps
2413268,,[],[],an experimental web framework
4416752,,[],[],unofficial whatsapp client for meego and harmattan
7281004,,[],[],get the size of the css viewport using javascript
11097354,,[],[],dhtcrawler is a dht crawler written in erlang it can join a dht network and crawl many pp torrents the program save all torrent info into database and provide an http interface to search a torrent by a keyword
14905791,,[],[],an example of a gridview with various column span items and drag and drop support like google keep has
13517563,,[],[],ibeacons and corebluetooth
5697382,,[],[],an experiment to control a photo carousel using getusermedia to watch for swipes left and right with a hand
11842466,,[],[],transition from uitableviewcell to detail controller with animation on enter and exit this can be seen in multiple apps right it is totally customizable there are  sections for these animations  initially set frames for all ui elements  now the animation on enter is completed and you have to set the frames according to the detail ui you need  this is the section where exit animation will apply these frames will be equal to the frames which were initially set all these sections are totally customizable and user can set it according to their own needs
7353700,,[],[],jbcroppableview is a subclass of uiview built with uikit and coregraphics that adds n points on an uiimageview allowing to modify them by drag drop to trim the extra space of an image
11923310,,[],[],fling media to a chromecast device
10086817,,[],[],the example source code for the book functional javascript by michael published by o reilly
8069971,,[],[],a language that compiles to css
6459782,,[],[],execute javascript in slow motion
14432340,,[],[],tool to visualize your git in a pretty graph
8063466,,[],[],a test app to visualize view transformation when value in catransformd matrices change
5464728,,[],[],a slide out navigation a k a drawer implementation for android applications
5484271,,[],[],introduction to python and django
9452875,,[],[],google mirror api s quickstart for python
13041437,,[],[],tiny shell is an open source unix backdoor
13464748,,[],[],chrome very easy to use cookies from javascript document cookie and wireshark cookies etc
3537449,,[],[],a simple utility for profile allocation and garbage collection activity in the jvm
3873324,,[],[],chef cookbook for libqt
4437769,,[],[],a prototype trying to create a simple videoediting tool in the browser using javascript
5614225,,[],[],domvas implements the missing piece that connects the dom and canvas
12657746,,[],[],a more sophisticated bitcoin powered crowdfunder
10405378,,[],[],an inline repl for ruby more in sublime text  and 
422331,,[],[],sometimes you need a repl sorry
12948993,,[],[],dagger and otto and retrofit and robolectric and picasso and okhttp
1258829,,[],[],lightweight node and service registry inspired by apache zookeeper
5306424,,[],[],browserver proxy for node js
6049521,,[],"['moderation', 'neural-network', 'nlp', 'sentiment', 'sentiment-analysis']",language sentiment analysis and neural networks for trolls
12917308,,[],[],go on an educational web security adventure
12308823,,[],[],tstableview is ui component for displaying multi columns tabular data
1575328,,[],[],spdy is a protocol designed to reduce latency of web pages
4716147,,[],[],implementation of side navigation or fly in app menu pattern for android based on google and app
9925668,,[],[],a visualization of github users throughout the globe
9154170,,[],[],a hackday project run the speak into your microphone and hear the response from your speakers
392264,,[],[],unmaintained recompiling nes roms into native executables
9092063,,[],[],android plugin framework
6196097,,[],[],a rails plugin for scaffolding views using angular twitter bootstrap and font awesome
8978221,,[],[],detect if the chrome inspector is open or closed
1155062,,[],[],add touch support to your browser with thumbs js a and syntax less library
949339,,[],[],swank and nrepl servers for clojure providing jpda based debuggers
13551739,,[],[],qqrobotc and and   qt qt c and and linux mac oswindows  http and and qt project org and  qqrobotwebqq qq  qqrobot qqwebqq qq  robot  qq    qq  qq robot qtplugin  plugins qq robotrobotinterfacenamelistenandsayok namerobot listenandsay robot
1371723,,[],[],socket io server for erlang
1228777,,[],[],the px css fluid to mobile
5619324,,[],[],the open source teaching materials site for git and github technologies
6552314,,[],[],an alternative to that doesn t tightly couple your view to your model
3727301,,[],[],the sample application to accompany my conference talk enter the matrix on matrix transformations abstract matrix transformations can make your user interfaces come to life and rotate each on its own is relatively simple and straightforward yet many developers are daunted when  or more operations need to be combined what if you need to rotate or zoom about an off center or even off screen point how do you combine multiple transformations into a single animation learn everything you need to know to get started with complex matrix transformations in coregraphics and coreanimation
2577004,,[],[],html audio benchmarks
538835,,[],[],simple ruby authorization system
7411723,,[],[],clean jquery mobile theme pack and theme generator
4803506,,[],[],daanisotropicimage is an anisotropic uiimage generator for a metallic slider knob
8957326,,[],[],utility to connect to open wifi and click through captive portal type agreements
3115793,,[],[],normalized address bar hiding for ios android
550530,,[],[],javascript library for multi step asynchronous logic
4269842,,[],[],a scrolling view of a number of columns containing multiple cells with variable different heights for inspired by pinterest
3647321,,[],[],pull to refresh controller
5247794,,[],[],webrtc io multi user chat demo highly experimental technology
6509937,,[],[],swipe in view controllers from off screen similar to check the weather
1580296,,[],[],the instagram node lib is a helper library for node that makes communicating with the instagram api easy
3079723,,[],[],gae and backbone and require js todo web app example
2607283,,[],[],plugin for cakephp to use from twitter css js framework
7855032,,[],[],ios markdown notebook
5783199,,[],[],golanger web framework is a lightweight framework for writing web applications in go
8582798,,[],[],a horizontal gradient which adjusts its appearance based on the positional attitude of an ios device
12334751,,[],[],flipping elements and show a loading indicator easily
2014445,,[],[],a fast json parser for ios and macos
5594091,,[],[],a browser extension that finds all the fonts on a page
6343553,,[],[],a pull to refresh view for ios  api compatible with uirefreshcontrol in ios 
10766031,,[],[],implementation of the new ios style masking transparency using stackblur
14291024,,[],[],team buffalox predicts directional movement of stock prices
12944981,,[],[],jos mit   operating system engineering
7895284,,[],[],an application that shows a wall of popular or vines from a specified tag
7681910,,[],[],ios audio trim similar to the one seen in default iphone voice memos app
7586729,,[],[],ios breadcrumb ui control
548935,,[],[],command line interface and ruby client for the tumblr api v
11772649,,[],[],angularjs shopping cart modified to support stripe js includes google wallet and paypal already support
4202722,,[],[],an inbox for your dropbox
36971,,[],[],erlang bittorrent client
8013982,,[],[],not maintained prefer the use of http and and stack gl or gl react a light javascript glsl library for vizualisation and game purposes d or d
6321536,,[],[],cssconsole is a jquery plugin that allows you to transform dom element into console and terminal like input
4118405,,[],[],angularjs features for the intellij platform etc
12199877,,[],[],an example application using wordvec given a list of it finds the one which isn t like the others a typical language understanding evaluation task
1996188,,[],[],popcorn authoring library
3896471,,[],[],a web based compiler for c and vb powered by the roslyn project
4029430,,[],[],this project is closed if i begin it will be from scratch
308649,,[],[],note find the offical repo at http and and github com and robotlegs and swiftsuspenders
1602289,,[],[],cloud foundry the open platform as a service project
7245906,,[],[],a grunt enabled head start with hbp and jquery and modernizr and respond and box sizing border box
8918474,,[],[],a keyboard accessory that blends in with the default ios keyboard
3940296,,[],[],crowd sourced ruby conference wiki
12152452,,[],[],create python web applications for google glass
7581556,,[],[],an ofun prototype of an ultra modern perl 
875389,,[],[],an experiment into open web apps
8181429,,[],[],dump various types of windows credentials without injecting in any process
9284153,,[],[],vertical implementation of android viewpager
10187639,,[],[],store arbitrary data on flickr
600102,,[],[],reusable package level functions that solve common problems
3069882,,[],[],a php implementation of the stack exchange mvc mini profiler
10769528,,[],[],a repository of processing examples for itp fall workshop about face and miscellaneous tracking methods
828109,,[],[],a jquery based alternative facebook multi friend selector that uses the graph api
13214187,,[],[],a tutorial on how to create a off canvas icon navigation with an animated border effect
6427398,,[],[],a javascript library to access mp sources for youtube videos
1893904,,[],[],framework for test driven infrastructure development
11370097,,[],[],an example of how to use the new ios  apis to create custom view controller transitions
6086631,,[],[],a open source remote administrator tool
758689,,[],[],simple lib to track events in mixpanel service it can be used in any rack based framework
14266237,,[],[],this is a mini firewall that completely isolates a target device from the local network
6794164,,[],[],an experimental jquery plugin that will group thumbnails by a shared data attribute into a pile when clicking on the the thumbnails that belong to that pile will be spread into a grid using css transitions
14203,,[],[],restful blog for google app engine
59032,,[],"['gmail', 'gmail-notifier', 'macruby', 'rubycocoa']",a macruby gmail notifier for mac os x
9942958,,[],[],javascript code blocks
2344385,,[],[],apify is a small open source library that delivers new levels of developer productivity by simplifying the creation of restful architectures it helps development teams deliver quality web services and applications in reduced amounts of time if you are familiar with the zend then you already know how to use apify
1725179,,[],[],a home for rich ui components based on knockoutjs
107630,,[],[],the magpie programming language
11863138,,[],[],a simple hello world sender and receiver for chromecast
9051958,,[],[],tool for studying gfw
2814320,,[],"['color-scheme', 'neovim', 'vim']",a vim color scheme with dark and light variants
1281084,,[],[],encode animated gif files on the iphone
9732726,,[],[],visualize when your system was running no longer maintained
8848607,,[],[],show type signatures when logging blocks
5845542,,[],[],black box tool to bypass ssl verification on even when pinning is used
1567174,,[],[],samples for cloud foundry
13987991,,[],[],the repository for this article http and and tympanus net and codrops and  and  and  and medium style page transition and
3170038,,[],[],a collection of ui elements and widgets coded with and sass
3896955,,[],[],contains scipy and r code providing solutions to exercises in elements of statistical learning tibshirani friedman
4998730,,[],[],a loyal data retriever for your rails development databases
8536928,,[],[],pipeable bash script that prints current time while waiting for an input from stdin
8743309,,[],[],profile ruby code and find out exactly how slow it runs
6211162,,[],[],the information can be shown on a toolbar is more than you can imagine ios toolbar extension library
3954203,,[],[],simply reactive declarative orchestration in haskell using rdp
11993635,,[],[],hacker news mobile app
4823494,,[],[],a cocoa audio player component which displays the waveform of the audio file
10845453,,[],[],quick and easy performance analyzer library for golang
1420617,,[],[],ar augmented reality framework for based on a visual code like artoolkit
12489205,,[],[],convert word to with images and math
7341810,,[],[],detecting ios screenshots ala snapchat and facebook poke
9970810,,[],[],appscroll is a tiny  lines js library that fixes the website dragging issue caused on idevices
8108978,,[],[],an android library to enable swipe to dismiss and undo functionality on listviews
4229981,,[],[],a vagrant base box that closely mirrors the celadon cedar stack on heroku
3267670,,[],[],a micro lisp implementation in  lines of ruby
6403491,,[],[],serve high resolution graphics to high density retina like displays with sass
3672047,,[],[],font sass with assets for rails   and
6847112,,[],[],cksidebarcontroller is a uitabbarcontroller like uiviewcontroller for ipad inspired by twitter for as well as my own work
1781184,,[],[],a simple lua web framework for mongrel
7264187,,[],[],checkedthreads no race condition goes unnoticed simple automatic load valgrind based checking
9235644,,[],[],android a viewpager page indicator that displays the current page number and optionally the page count
6650556,,[],[],ios autolayout backport to ios
4935611,,[],[],a node js powered rapid front end development utility
10019217,,[],[],a jquery plugin that turns a one line div into a sweet color swatch
1136112,,[],[],a collection of useful objective c and ios classes
12339565,,[],[],front end for acko net 
2880591,,[],[],plugins for your mongoose schemas
8323759,,[],[],basic wrapper for seaofclouds and tweet js that incorporates functionality with twitter s v  api
2303340,,[],[],a better asset management package for laravel
7535778,,[],[],circular layout for android
1246024,,[],[],geospatial database for the cloud deprecated
2434586,,[],[],windows gui framework for go
9867430,,[],[],twitter music like pull to refresh controller but a bit more enhanced and flexible
14274941,,[],[],examples of uidynamic behaviour of ios
8827770,,[],[],demo of a custom uicollectionviewflowlayout subclass implementation of a roulette wheel of in the style of the yahoo timetraveler app
3240598,,[],[],rawson js is a camera raw previewer in pure javascript
10978068,,[],[],unofficial mirror of hardware video encoding on iphone rtsp server example
384669,,[],[],utility to assist the ajax loading of html containing script tags that use document write mailing list http and and groups google com and group and writecapturejs users
12287957,,[],[],sae java spring and springmvc and mybatis  http and and aixuexiao sinaapp com
12071584,,[],[],thatcloud is an open source ios application that allows you to and work with all of the content you have online
1710651,,[],[],the flixel power tools are a set of plug ins for flixel   and to assist with your game development
9228265,,[],[],star wars jedi knight jedi academy
11389331,,[],[],waterfall style implementation of uicollectionview layout
7849940,,[],[],caldav synch adapter for android
8251418,,[],[],an easy to use library that lets you implement background updates in your app that run whenever the user enters or exits a specified location
2808275,,[],[],foursquare api v for ios
2127316,,[],[],a javascript vnc client
2422681,,[],[],the kademlia dht in javascript for node js and browsers
7143131,,[],[],a javascript script to create a  color palette based on an image inspired by itunes 
3760843,,[],[],pdf from html generation library for ios
8691504,,[],[],non blocking gevent gunicorn example
14510206,,[],[],the server side javascript for glitch that determined all game behavior
6006459,,[],[],a delightful extension to the delightful afnetworking to provide accelerated and resumable downloads
3151061,,[],[],couchdb compatible mobile database android version
476414,,[],[],a node js module for delivering static files
7437202,,[],[],mega man  password generator
6525647,,[],[],got bored of using other so made my own
8742936,,[],[],just like instant saves  of your time on android s custom adapters
14267587,,[],[],an additive synth for clojure and overtone
2601967,,[],[],looking for maintainer oauth   authorization server as a rack module
1688824,,[],[],lightweight and minimalist orm for java and android works with sqlite mysql not actively maintained
182356,,[],[],a python client for accessing the google analytics api
7386592,,[],[],a php library to use the snapchat api
12129587,,[],[],a driver module to make animate css work with angularjs  
4555319,,[],[],genesis texas hold em game server
4697004,,[],[],example animation for ios that sends one view into the background as another view slides up
9295345,,[],[],drag and drop for angularjs
11424141,,[],[],uiscrollview subclass that reuses its tile views
208859,,[],[],port of redis example twitter app to ruby and sinatra
6696037,,[],[],client side web framework for clojurescript
6016224,,[],[],uitableview subclass that abstracts away the ugliness involved with creating static or modular uitableviews settings and menu pages are a snap to create with damodulartableview
7484767,,[],[],a letter to my in ruby
1219981,,[],[],a javascript library to preload all kinds of be it video or with simple syntax
5597755,,[],[],a nodejs server for sending notifications to osx mountain lion s notification center
15209160,,[],[],promise chains with angularjs q tutorial
4936825,,[],[],automatically generates analog circuits using evolutionary algorithms
3793621,,[],['tornado'],pypress rework by tornado
10292696,,[],[],a module for freestanding rust programs
7502565,,[],[],an example of how to do deep routing in an angularjs application when ngview is not enough
6054962,,[],[],fangle creates interactive pages from plain text
11580738,,[],[],easy regular expression building
8570854,,[],[],one does not simply log a message
12559993,,[],[],nslog replacement for coders
7229343,,[],[],scaffolding for your core data models
11505912,,[],[],an on scroll effect template that animates the sides of sections once they are in the viewport
6382493,,[],[],simple library which enable you to add a drawer slide out navigation to your android application
916970,,[],[],watcher is a daemon that watches specified files and folders for changes and fires commands in response to those changes it is similar to configuration uses a simpler to read yaml file instead of a plain text file it s also written in making it easier to hack
1439382,,[],[],nodejs object relational mapping
9198813,,[],[],demonstrates how to manage two fragments where portrait displays them in a viewpager and landscape displays them side by side
8453404,,[],[],cms developed with laravel  php framework and angularjs
1565025,,[],[],ryan zezeski s working blog
11758219,,[],[],a simple starter kit for constructing twitter bootstrap  and themes
6328341,,[],[],technical interview workshop
1434717,,[],[],mp voice recorder sample for android
3973266,,[],[],the app scrolls is a magical tool to generate new rails apps and modify existing rails applications coming to include your powerful magic
1611009,,[],[],open source web based media streamer and jukebox fork of subsonic supports aac and other streamable audio and video formats runs on gnu and linux and mac using java
15434820,,[],[],search stackoverflow and paste code snippets without leaving sublime text
11451430,,[],[],python code for creating a dataset for a dot density map for every person in the u s color coded by race and ethnicity
642536,,[],[],eeepub is a ruby epub generator
254184,,[],[],zero downtime table migrations in mysql
9276490,,[],[],custom uinavigationcontroller
9805058,,[],[],a way to enable wink to take a photo with google glass
8284020,,[],[],port of libmplame to javascript using emscripten
505633,,[],[],pure javascript epub reader
4744047,,[],[],a go package to observe notable events in a decoupled fashion
3225624,,[],[],blossom is an ios style user interface framework for the web javascript canvas and implicit animation
10026965,,[],[],a talking jarvis program written in python
7717823,,[],[],iiithumbflow is a simple ios view component for presenting images in a vertical flow style
14417601,,[],[],python oauth   client and server library
1515695,,[],"['build-system', 'nodejs', 'unsupported']",the java and coffee script and css and less builder and bundler and packer and minifier and merger and checker
3416668,,[],[],code examples for my java artificial intelligence book
12156440,,[],[],render coretext use gcd
3249576,,[],[],a framework to optmize swc and swf files
4040531,,[],"['capistrano', 'chef-solo']",combines capistrano with chef solo
7434812,,[],[],a list of  javascript refactoring based on the  days of refactoring book by sean chambers and simone with the applied solutions
5650739,,[],[],true bittorrent dht in javascript
2929332,,[],[],deprecated chef fundamentals training materials
2138219,,[],[],symfony  tutorial creating a blogging website http and and tutorial symblog co uk
194810,,[],[],contact and invitation management for the django web framework
8472940,,[],[],teamtoytodo  teamtoy net teamtoypocket gplv  phonegap  phonegap and phonegap phonegap js
2819421,,[],[],deprecated see below gradual typing for clojure
7723108,,[],[],artisan is a simple ios application to search for and display information and related mixes from a particular musical artist
494591,,[],[],ronin is a ruby platform for vulnerability research and exploit development ronin allows for the rapid development and distribution of exploits or via repositories
6475872,,[],[],state machine library for objective c
4961712,,[],[],throttle is a simple node js app that makes it easier to test how a website performs on poor network connections for testing a responsive website on a poor g connection without actually having to have a poor g connection simply connect your mac to share the network connection via run and any connected device will then be throttled to the the network speed you specified throttle was designed to be used in conjunction with a device lab and products like shim or adobe shadow where a shared connection is expected
5107084,,[],[],jmap enhanced edition
7670877,,[],[],simple http client in c
6106867,,[],[],a library for doing stuff to other stuff
3177629,,[],[],mobile first boilerplate focusing on readability
13723768,,[],[],uicollectionviewlayout for displaying cells in groups highlighting one of them
5233277,,[],[],autocomplete redis is a quora like automatic autocompletion based on redis
5552562,,[],[],an implementation of deferred irradiance volumes in webgl
11854629,,[],[],amazon employee access challenge
1938079,,[],[],ios library for connecting photo editing apps
156225,,[],[],nickel extracts and message information from naturally worded text
9860420,,[],[],a tool belt for ios concurrency
7298259,,[],[],simple xcode plugin to visualize view autoresizing if it s set from code
1319436,,[],[],a graphical view into your rails app s performance
10009208,,[],[],whit is an open source sms which allows you to query and several other data apis
6646167,,[],[],sparky js is an idea about client side javascript organization
2717158,,[],[],mou http and and mouapp com and theme for markdown syntax highlighting using ethan schoonover s solarized color scheme
5122525,,[],[],pinch to reveal animation transition built with layer as seen in boeing app for ipad
1502311,,[],[],in use when looking at a javascript this extension will offer to beautify it for you uses http and and jsbeautifier org
3888919,,[],[],a web based d gcode viewer to help understand d printer models
8134470,,[],[],create a cloud syncing mobile app in  minutes
10851746,,[],[],javascript and less and css for creating bootstrap themed trees to display hierarchical data
7795747,,[],[],ios image view with transition between images
10310671,,[],[],basic example of a chrome devtools extension with communication between the inspected page and the panel
6254495,,[],[],arduino library for remote control lelo vibrators
3598059,,[],[],digsby im and email and social networks
7321417,,[],[],visualize your javascript with a cps metacircular interpreter
862610,,[],[],deprecated a tool that rewrites your css adding vendor prefixed versions of css rules
1210329,,[],[],fake touch events in desktop browsers unsupported
882891,,[],[],parse markdown syntax with node js
1159273,,[],[],please submit issues and pull requests to the main repository
12220065,,[],[],demo django app using docker
3826809,,[],[],mmir is an experimental rule engine written in clojure
