id,readme
660976, lemonade is deprecated  so thanks for all the buzz for lemonade and take a look at our compass sprites implementation still need to use lemonade  try to use an older implementation of chunkypng if you get empty pngs gemfile gem lemonade gem chunkypng    
982634, width  height  alt brochure brochure is a rack application for serving static sites with erb templates or any of the many template languages supported by it s the good parts of php wrapped up in a little ruby package mdash perfect for serving the marketing site for your rails app sample application structure templates and help and index html erb index html erb shared and header html erb footer html erb signup html erb config ru public and  sample config ru require brochure root file dirname file run brochure app root urls are automatically mapped to template names and rarr templates and index html erb and signup rarr templates and signup html erb and help and rarr templates and help and index html erb templates can render partials a partial is denoted by a leading underscore in its filename so render shared and header will render templates and shared and header html erb inline partials can yield back to the templates that render them you can use this technique to extract common header and footer markup into a single layout file for example templates have access to the rack environment via the env method and to the brochure application via the application method additionally a rack request wrapper around the rack environment is available via the request method you can print html escaped strings in your templates with the h you can make additional helper methods and instance variables available to your templates helper methods live in ruby modules and can be included with the helpers option to brochure app module assethelper def assetpath filename localpath file join application assetroot filename digest digest md hexdigest io read localpath and filename digest end run brochure app root helpers assethelper similarly instance variables can be defined with the assigns run brochure app root assigns domain signals com you can specify global tilt template on a per engine basis with templateoptions run brochure app root templateoptions haml format html  md smart true gem install brochure copyright c  sam stephenson and josh peek released under the mit license see license for details
644997, akephalos is a full stack headless browser for integration testing with a gui less browser for the java platform but can be run on both jruby and mri with no need for jruby to be installed on the system gem install akephalos configuring akephalos is as simple as requiring it and setting capybara s javascript driver require akephalos capybara javascriptdriver akephalos akephalos provides a driver for capybara so using akephalos is no different than using selenium or rack test for a full usage guide check makes no assumptions about the testing framework being used and works with rspec cucumber and test unit here s some sample rspec code describe home page do before visit and context searching do before do fillin search  with akephalos clickbutton go end it returns results page should havecss results it includes the search term page should havecontent akephalos end there are now a few configuration options available through capybara s new registerdriver api htmlunit supports a few browser implementations and you can choose which browser you would like to use through akephalos by default akephalos uses firefox   capybara registerdriver akephalos do and app and available options ie ie ie firefox firefox capybara driver akephalos new app browser ie by default htmlunit and akephalos will raise an exception when an error is encountered in javascript files this is generally desireable except that certain libraries aren t supported by htmlunit if possible it s best to keep the default behavior and use filters see below to mock offending libraries if needed however you can configure akephalos to ignore javascript errors capybara registerdriver akephalos do and app and capybara driver akephalos new app validatescripts false allows you to start an interactive shell or drb server as well as perform other maintenance features you to declare mock responses for external resources and services requested by the browser github
3006438, this software is aimed to help manage packages uninstalling in osx installation is as simple as adding to path for system installation with sudo echo path path and opt and pkguninstaller and etc and profile adding path when installed as user without sudo echo path path home and pkguninstaller home and bashprofile note the single quotes are important in both cases install packages with coming soon list available package names possibly filtering by name pkg list name uninstall package pkg uninstall name you have to bundle pkg wrapper with your application and install it to disk before executing the hook bellow in before installing hook call this script pkg wrapper before your package name in after installing hook call this script pkg wrapper before your package name and path and to and uninstallername sh in uninstall hook call and path and to and uninstallername sh rm and path and to and uninstallername sh
1384958, public class webserver inodeprogram public int main string args  new httpserver ihttptransaction t  console writeline got connection   t request path t response write h hello world and h t response end  ioloop instance listen       console writeline listening on  return   to run this you would simply call node against your compiled assembly node example webserver dll listening on  node cs defines a simple mechanism to have an action take place after some specified time in the future var timers timers instance int handle timers scheduletimer timespan fromseconds   console writeline hello in the future  scheduling a timer returns a handle to that timer that can be used to cancel it before it fires timers canceltimer handle a common issue with frameworks such as this are the deep deep nests that get created as a result of chaining multiple indipendant async calls within calls another common issue is the ability to know when a loop of async calls have completed so that further action can be taken node cs defines a class complete that allows you to indicate when an async method is executing and when that method has completed complete c new complete timers t timers instance var ts timespan fromseconds  int ii  c asyncwork t scheduletimer ts h ii and and c asyncworkcomplete c asyncwork t scheduletimer ts h ii and and c asyncworkcomplete c oncomplete console writeline completed and ii a timeout can also be specified to call you back if the async actions have not completed in the specified time c oncomplete rec console writeline completed and ii and res timespan fromseconds  even though node cs is aimed at single threaded use cases there might be times where you ll want to kick off another thread for async functionality that is not yet provided by the framework node cs defines a class boundary that aims to make interacting with your main node app from other threads simple thread currentthread name loopthread var boundary boundary instance thread t new thread console writeline  thread running  thread currentthread name boundary executeontargetloop console writeline boundary call executed on   thread currentthread name t name bh thread t start node example multithreaded dll starting program bh thread thread running boundary call executed on loopthread udp message receiving is supported sending support will be added shortly udpreceiver rec new udpreceiver loop rec listen       rec onread u b c rep console writeline rep and and encoding ascii getstring b  c
677999, eyeballs js  eyeballs js is a slim javascript library designed to sit on top of a javascript framework such as jquery or prototype the goals are organisation of client side web app code using the model view controller pattern simple model implementation for handling non event related concerns simple routing layer for hash tag change based navigation preserving the back button rapid development of javascript apps using strong conventions easing the pain of building fast responsive interfaces exploring the possibilities of offline web apps the implementation is owes a lot to ruby on rails but also attempts to be idiomatic javascript eyeballs js can sit on top of an already implemented web app with a well thought out object model it can also be used to build standalone javascript apps backed by html local storage or something like couchdb eyeballs js models are not necessarily one to one mapped to server side models using your web framework of choice they more closely map to interface elements but there aren t really any rules as yet finally eyeballs js is still a bit of an experiment it s a quick implementation of a crazy idea to help make javascript code a little bit more organised eyeballs js is supposed to be both agnostic and modular the code is broken down into modules drivers and adapters modules add various parts of functionality for example the code that powers the individual model controller routing and validation layers drivers add support for underlying javascript frameworks features that rely on event handling etc are part of driver logic adapters provide an api to various persistence layers eg html local storage a rest interface or a couchdb instance getting started  eyeballs js is packaged into modules according to dependencies the main library has no dependencies and lets you use eyeballs js models standalone standalone eyeballs js doesn t do much it provides the o o function for initializing models and some validations at a very minimum you should choose an adapter there are a few to choose from o o dom a basic adapter without any persistence o o localstorage persist records to html local storage o o couchdb persist records to a local couchdb instance for building mvc couchapps for example o o rest an adapter for persisting models to a backend powered by rails or using rails style restful routing finally you need a controller the first release of eyeballs js includes a controller as part of the jquery driver you can also use a javascript templating language mustache js fits this need quite nicely wrapping that all up to use eyeballs js with the rails adapter and jquery badabing badaboom you re now ready to start creating some models and controllers generators  if you install the eyeballs js ruby gem you can use the eyeballs command to generate eyeballs js apps models and controllers gem install eyeballs to create a new eyeballs js app eyeballs mynewapp this will create a new app in the my new app folder when you re up and running you can use the model and controller generators eyeballs generate model post eyeballs generate controller posts these generators will install files to app and models and app and controllers relative to where you run the eyeballs command you can also generate a scaffold eyeballs generate scaffold post this will generate a posts html  a post js and a postscontroller js if the generator detects a public directory when you run it it will install into public and javascripts you define a model by passing a name and function to the eyeballs oo function pronounced eep eep as inspired by rails model definitions are capitalised note however that the new prefix is not used oo post  function you can now initialize an individual post var post post initialize title my new post post title and and my new post not very exciting however if you re familiar with rails you ll be familiar with the wonderful syntax for adding validations to your models eyeballs js lets you add validations to your models as follows oo post  function this validatespresenceof title now when you initialize a new post you can validate it nice and easy var post post initialize post valid post errors and and and and field title  and and message title should be present  and and type presence and so on so forth this will be very familiar to those who use rails you can also add your own validations again similar to how rails does things oo post  function this validates function post if post title awesome  post errors push message not awesome enough  var post post initialize post save function savedpost post errors and and and and message title should be present and and yep there s a save method too even better using the invalid callback post save invalid function savedpost and and you can assume savedpost errors when you want to find things post find loading function console log i m loading success function post console log here i am and if you want to add your own methods oo post  function this methods titledowncased function this title tolowercase var post post initialize title huge post titledowncased and and huge connecting to an adapter if you want to hook eyeballs js up to the local storage adapter for example oo model adapter oo localstorage finding saving updating and deleting with callbacks easy peasy post post initialize title my new post post save invalid function post alert sorry invalid loading function post alert i hapeen straight away success function post alert saved whoop there s a strong emphasis on callbacks since any persisting to backends should be done asynchronously controllers  an eyeballs js controller is also initialized with the eyeballs function by passing a string name and an object containing the controller actions oo postscontroller  new function alert i m new create function alert i m create again this looks nice and familiar dead dead simple there are several ways to bind events to controller actions the simplest way to call controller actions is to bind them directly from the above example you can simply call oo postscontroller new once you have initialized your controller you can use the eyeballs js router to bind events to changes in the url hash this is particularly effective for graceful degradation as well as preserving the back button history your config and routes js file would look something like this oo routes draw function map map match and posts and new and  to posts new you can now bind this to particular links by adding the data ajax history attribute to your a elements this link will now call postscontroller new when it is clicked you can also set params in the url eg oo routes draw function map map match and posts and id and  to posts show or in the route oo routes draw function map map match and posts and id and  to posts show  custom posts oo params custom post and your controller oo postscontroller  show function alert oo params id and and  if you want a default action to fire that is when the document hash is empty just hook up a map root oo routes draw function map map root to posts index if you have several routes that share the same prefix you can use a namespace oo routes draw function map map namespace my  function map match posts and new  to myposts new hooks up to mypostscontroller new to bind events to these controller actions use the data bind attribute this binds all clicks on this element to the new action on the postscontroller by default if you add these attributes to a form the action is bound to the submit event to all other elements it binds to a click it also returns false canceling out the default behavior if you want the default behavior prefix with and to add the action to the propagation chain you can also bind to custom events you can bind multiple events and actions to a single element it s called obtrusive ujs explicit yet everything has its own place putting it all together  imagine a simple app for posting reviews it will comprise a review model reviewscontroller and associated views models and review js looks like this oo review  function this validatespresenceof title this validatespresenceof content this defines the review model allowing us to initialize and save review objects while ensuring title and content are included the create action in controllers and reviewscontroller js looks like this using jquery create function var review review initialize oo params review var form this review save o invalid function review oo alerterrors review  success function review oo render reviews and review  review prepend div reviews form find input type text  textarea val  the form that hooks up to this action is like this form data bind reviews create input type submit name commit value save and form the main things to note here are the way that the form binds automatically to the create action using jquery event delegation also field elements have the data attribute attributes the o o params function reads from these returning a json object that can be passed to review initialize notice also oo alerterrors which displays an alert of all the errors on an invalid review finally the o o render function takes a template which is a mustache js template stored in views and  the review object and a set of options sample app  meview is a sample app for storing reviews running the tests  eyeballs js uses qunit and a sinatra app for in browser testing to start the test server ruby app rb to run all the tests visit contributors  anthony eden aeden and aeden thorben schr der walski and walski copyright c  paul campbell released under the mit license
231633, timepicker  a time picker control for textfields built using jquery inspired by google calendar time timepicker   am   pm  minutes steps time timepicker starttime   am  and and using string can take string or date object endtime new date        and and using date object here timeformat hh mm tt  step  an example how the two helper functions can be used to achieve advanced functionality linking when changing the first input the second input is updated and the duration is kept validation if the second input has a time earlier than the firs input an error class is added the example and and use default settings time time timepicker and and store time used by duration var oldtime timepicker time gettime and and keep the duration between the two inputs time change function if time val and and only update when second input has a value and and calculate duration var duration timepicker time gettime oldtime var time timepicker time gettime and and calculate and update the time in the second input timepicker time settime new date new date time gettime and duration oldtime time and and validate time change function if timepicker time gettime timepicker this gettime this addclass error else this removeclass error
1495487,
2480979, twitter bootstrap  bootstrap is twitter s toolkit for kickstarting css for websites apps and more it includes base css styles for typography forms buttons tables grids navigation alerts and more you can use twitter bootstrap in one of two ways just drop the compiled css into any new project and start cranking or run less on your site and compile on the fly like a boss here s what the less version looks like link rel stylesheet and less type text and css href lib and bootstrap less or if you prefer the standard css way link rel stylesheet type text and css href bootstrap css for more info refer to the docs versioning  for transparency and insight into our release cycle and for striving to maintain backwards compatibility bootstrap will be maintained under the semantic versioning guidelines as much as possible releases will be numbered with the follow format and constructed with the following guidelines breaking backwards compatibility bumps the major new additions without breaking backwards compatibility bumps the minor bug fixes and misc changes bump the patch bug tracker  have a bug please create an issue here on github twitter account  mailing list  have a question ask on our mailing list twitter bootstrap googlegroups com developers  we have included a makefile with convenience methods for working with the bootstrap library and build make build this will run the less compiler on the bootstrap lib and generate a bootstrap css and bootstrap min css file the lessc compiler is required for this command to run and watch make watch this is a convenience method for watching your less files and automatically building them whenever you save watchr is required for this command to run mark otto jacob thornton  copyright  twitter inc
860439, banksimplistic is a sandbox for exploring concepts like command query responsibility segregation cqrs  event sourcing and domain driven design ddd with ruby banksimplistic is a rails   application so the first thing to do to get started is to install its dependencies bundle install brew install redis redis server with all that set the test suite should pass by just running bundle exec rake foreman start there are some differences in the directory structure comparing to a standard rails app that are worth noting app and models activerecord is not used so it s disabled in environment rb and the models directory is removed app and controllers traditional activecontroller controllers are used here the interesting part is the segregation of queries and commands index and show actions only query the reporting repository while create  update and delete actions exclusively execute commands app and commandhandlers commands executed from controller actions are handled by the classes in this directory this additional layer abstracts controllers from the domain model which is never exposed to any presentation layer the responsibility of a command handler is finding the proper aggregate root and pass the request along the commandbus module included in applicationcontroller  takes care of looking up the proper handler for the requested command app and domain this is the equivalent to the missing app and models and you ll find the entities and aggregate roots of the domain as you d expect all the domain logic is here the interesting thing is the use of the event sourcing pattern aggregateroot and domainrepository modules take care of persisting and publishing events as well as restoring domain objects from them only events are persisted in the current implementation no memento pattern and we use redis for that app and reporting reports are subscribed to events from the domain model and update themselves according to those events that way they are always in sync but totally uncoupled from the domain model the reporting repository is denormalized and persisted with redis lib and infrastructure infrastructure libraries most of the magic is here including implementations of the event bus using different technologies zeromq amqp redis configuration and initialization can be found at config and initializers and infrastructure rb if you want to try alternative event buses you should look here spec and acceptance a suite of end to end acceptance specs is useful to make sure everything works as expected during the continuous evolution and refactoring of the architecture of the app a nice pattern that seems to emerge here is that each user story corresponds with a command and event the system is supposed to handle we use capybara to interact with the app but for setting the context instead of the usual fixtures or factories we can invoke commands no unit specs everything s way too unstable yet for basic concepts like aggregates aggregate roots entities etc you can find several resources around the web although the canonical one is the original ddd book by eric evans this is gold udi dahan is one of the main promoters of the cqrs pattern this post is a nice introduction to it greg young is another well known supporter of cqrs particularly if combined with event sourcing in this post he explains his particular vision of event sourcing and the motivations and benefits of using it with cqrs fowler s offers here a more comprehensive description of event sourcing including not only its benefits but also some drawbacks if you re interested in exploring further the ideas and patterns behind banksimplistic feel free to contact me open issues in the tracker add comments to the code or fork the project and share your own experiments there are a lot of things to try by just looking at the original fohjin luismi cavall
825791, webshell a console based javascripty http client utility  by evan haas and sean coates  includes tab completion history context persistence cookies and other tasty morsels requirements  installation  npm install webshell this will install hashlib as well if necessary simple http requests  webshell supports all of the http verbs in a simple to use syntax the response s status code and the requested url are printed headers are expanded to local variables and they can be inspected additionally if the response suggests a redirect to another url the  follow function can be called for easy location following  content type text and html charset utf   date sat  nov     gmt  expires mon  dec     gmt  cache control public max age   server gws  content length   x xss protection  mode block  connection close doctype html html head meta http equiv conte relative urls  and the hostname the previous scheme and hostname and auth credentials if applicable are displayed in the prompt one  two  three  json processing  if the server returns a json content type the response is automatically processed and the result is stored in  json sean coates print response  the json response can optionally be automatically printed by setting  printresponse if  printresponse is a function it will be called with a single argument the response object it should return true or false  depending on whether the response should be printed if  printresponse is not a function its truth value will determine whether responses are printed by default  printresponse is a function which returns true for json content type responses and false for others one  two  three  one  two  three  save and load contexts  contexts including the previous request arbitrary variables and even toolbox functions can be arbitrarily stored and loaded contexts persist between sessions the previous context is automatically loaded at the start of a session and stored when a session is closed sarcasm and src and webshell master node shell js loaded context previous saved context twitter coates saved context previous sarcasm and src and webshell master node shell js loaded context previous loaded context twitter coates sean coates http auth  webshell understands the user pass syntax in urls for basic authentication auth will even persist between requests if the hostname doesn t change coates webshell will keep track of cookies for you unless  usecookies is set to you have visited this page  times you have visited this page  times you have visited this page  times saved context cookie demo you have visited this page  times loaded context cookie demo you have visited this page  times you have visited this page  times cookiecounter httponly false  key cookiecounter  value   expires sat  nov     gmt  path and  domain files seancoates com loaded context cookie demo http verbs  all of the http verbs are available to include data in the request body set  requestdata  as shown below one   two  get three  four  three   four  one   two  post five  six  five   six  sarcasm and src and webshell master echo testing some put data and test txt sarcasm and src and webshell master node shell js loaded context previous set requestdata to and users and sean and test txt  bytes utf put testing some put data n the results of http verb commands can be stored in local variables just like everything in the repl text and html text and html charset iso   http headers  you can inspect request and response headers easily host localhost  user agent webshell and   dev node js and v    accept application and json and  content type application and x www form urlencoded date sat  nov     gmt  server apache and    unix php and    dev modssl and    openssl and   l  content length   connection close  content type text and html charset iso   you can also arbitrarily set request headers couchdb welcome  version       application and json application and json and and text and plain charset utf  toolbox and callbacks  functions placed in  toolbox will be stored in your current context they are serialized converted to strings on save and deserialized converted back to functions on load additionally the http verbs are the names of properties of the  object e g get is  get these functions can be called programmatically and they take an optional second parameter for a callback that runs when the request is complete function if  status  console log last tweet and  json  text   function last tweet if only firefox extensions were as simple as chrome and safari extensions contributors  evan haas sean coates jo l perras mark cahill herman j radtke iii michael c harris
35299, this repository contains examples of complex nested model forms in rails  to try it out clone this repository and run the following commands rake db migrate see the branches for different approaches run this command to check out another branch git checkout b jquery origin and jquery the rails branch contains older examples of rails  approaches
476868, kumofs is a simple and fast distributed key value store you can use a memcached client library to set get cas or delete values from and into kumofs data is partitioned and replicated over multiple servers extreme single node performance comparable with memcached both read and write performance got improved as servers added servers can be added without stopping the system servers can be added without modifying any configuration files the system does not stop even if one or two servers crashed the system does not stop to recover crashed servers automatic rebalancing support with a consistency control algorithm safe cas operation support see following urls for more details it measured performance of the cluster using  client machines each client machine gets  entries form the cluster using  threads kumo servers store data and replicate them into other kumo servers kumo managers watch life or death of kumo servers and proceed automatic rebalancing when the number of kumo servers is changed kumo gatway relay the requests from client applications to kumo servers because kumo gateway implements memcached protocol you can use memcached client library to access kumofs following libraries are required to build kumofs linux    g and and   ruby    libcrypto openssl configure and install in the usual way and bootstrap if needed and configure make sudo make install this example runs kumofs on  node cluster run kumo manager on mgr and mgr  kumo server on svr  svr and svr  then run kumo gateway on cli on mgr kumo manager v l mgr p mgr on mgr kumo manager v l mgr p mgr on svr kumo server v l svr m mgr p mgr s and var and kumodb tch on svr kumo server v l svr m mgr p mgr s and var and kumodb tch on svr kumo server v l svr m mgr p mgr s and var and kumodb tch kumoctl mgr attach on cli kumo gateway v m mgr p mgr t  on cli use memcached client on  and tcp see documents for details this example runs kumofs on single host localhost kumo manager v l localhost localhost kumo server v m localhost l localhost  l  s and kumodb tch localhost kumo server v m localhost l localhost  l  s and kumodb tch localhost kumo server v m localhost l localhost  l  s and kumodb tch localhost kumoctl localhost attach localhost kumo gateway v m localhost t  localhost have fun with memcached client on  and tcp copyright c   furuhashi sadayuki licensed under the apache license version   the license you may not use this file except in compliance with the license you may obtain a copy of the license at unless required by applicable law or agreed to in writing software distributed under the license is distributed on an as is basis without warranties or conditions of any kind either express or implied see the license for the specific language governing permissions and limitations under the license see also notice file
810601, an offline capable html currency converter app for the iphone to build a useful cohesive application for your phone using web standards we decided against including a library like zepto or jquery so everything is built with raw javascript with the main browser targets being android and ios browsers we can use queryselectorall and addeventlistener which covers the basic features we d usually rely on a library for plus it cuts down on filesize which matters when dealing with mobile targeting only modern mobile browsers means solid base support the majority of images have been base encoded and inlined to cut down on requests see and public and stylesheets and images css and public and stylesheets and images x css we used media queries to target older devices with images css and iphone  retina display with images x css  this saved older devices from downloading high er resolution images needlessly the app is running on sinatra it doesn t do anything fancy it s just there to query parse and cache current currency rates from yahoo we re using an image to do the drop shadows rather than box shadow  which turns out to be horrible for performance the whole layout has been designed using em s which means everything can be scaled up  for testing in chrome or safari with a user agent string set to iphone much less hassle than testing directly in the ios simulator developing for modern browsers is so much less hassle no need for graceful degradation queryselector queryselectorall native json parsing in ios   and applicationcache localstorage a consistent xmlhttprequest implementation reliable css support  including transitions animations
2651457, a live chat room built with python flask and gevent and apscheduler and redis basic architecture  screenshot  cd and path and to and source python bootstrap py bin and buildout make sure redis server is started bin and supervisord goto localhost  open multi browser to test live communication execute bin and python scripts and clearkey py to clear all data adjust comet strategy add admin role fix duplicate name adjust create room ui and ue add rm room func improve add chat message s response speed bugfixes add home page all rooms in one page and live content custom nickname create room coffee script bugfixes
1177635, osceleton  what is this  as the title says it s just a small program that takes kinect skeleton data from the openni framework and spits out the coordinates of the skeleton s joints via osc messages these can can then be used on your language and framework of choice how do i use it  middleware get avin s hacked primesense psdk driver for kinect folow his instructions for installing the openni framwork the driver and the nite middleware then you can run one of the precompiled binaries in the bin directory or compile your own on linux or mac osx note for mac users you must run osceleton from the terminal or it will not run correctly on windows you can use the precompiled binary in bin win or use the vc and and express sln file if you run the executable without any arguments it will send the osc messagens in the default format to localhost on port  to learn about the osc message format continue reading below or check out our processing examples at another fun way to test osceleton is to use the awesome animata skeletal animation software by the kitchen budapest guys you can get animata needs its osc messages in a very specific format so you must use the k kitchen mode option multiplying the x and y coordinates and adding some offsets can also be useful to tune the size of the skeleton try running it like this osceleton exe k mx  my  ox  if your animation is going crazy try to play with mx and my values and ox and oy values a bit to get a complete list of available options run osceleton h osc message format  address pattern and newuser type tag i i a numeric id attributed to the new user address pattern and newskel type tag i i id of the user whose skeleton is detected address pattern and lostuser type tag i i the id of the lost user this id will be free for reuse from now address pattern and joint type tag sifff s joint name check out the full list of joints below i the id of the user f x coordinate of joint in interval     f y coordinate of joint in interval     f z coordinate of joint in interval     to send osc messages compatible with the awesome animata skeletal animation software use the k option the messages will have the following format address pattern and joint type tag sff s joint name concatenated with user id ex lshoulder f x coordinate of joint in interval     f y coordinate of joint in interval     in this mode newuser newskel and lostuser messages will not be sent you can enable a message format that is more friendly to quartz composer with the q option the messages will have the following address pattern and joint and name and id type tag fff f x coordinate of joint in interval     f y coordinate of joint in interval     f z coordinate of joint in interval     example left knee of user  and joint and lknee and        rcollar not working yet rshoulder relbow rwrist not working yet rfinger not working yet lcollar not working yet lshoulder lelbow lwrist not working yet lfinger not working yet rankle lankle discussion come join the fun in our google have fun osceleton puppet  this is a fork of osceleton that adds a number of hacks for a specific project new options  osceleton puppet adds a number of new command line options all starrting with x this option outputs the xy z data as raw kinect values this option outputs the joint rotation data address pattern and orient type tag sifffffffff s joint name check out the full list of joints below i the id of the user f f f x axis orientation data f f f y axis orientation data f f f z axis orientation data or if in quartz composer mode address pattern and joint and name and id type tag fffffffff f f f x axis orientation data f f f y axis orientation data f f f z axis orientation data example torso of user  and orient and torso and                    runs the program with a number of options enabled by default xr xt p w r
1906047, whenever is a javascript library that lets you write your application logic in a format that reads like english you define your definitions by using a simple expression chain then hook it up in the background using jquery zepto prototype mootools dojo et al jquery support ships out of the box whenever helps you to organise your javascripts in a clean and tidy way and keeps your implementation logic separate from your behavioral logic nb this is not a testing library cucumber provided the inspiration for the syntax and separation of specification and implementation but you should be able to use whenever js to write actual apps for example take the following javascript whenever click me is clicked then change the text to clicked by itself this does nothing but it very clearly describes what will happen it s easy to hook up first click me should map to an element javascript whenever definitions add click me a click me clicked is automatically mapped to the click event finally change the text to clicked should be hooked up to a function javascript whenever actions add change the text to clicked function this text clicked or you can do this with a regexp for re use javascript whenever actions add change the text to function value this text value that s it goodbye to nested if statements add conditionals javascript whenever click me is clicked given one and one make two then change the text to clicked and implement javascript whenever conditions add one and one make two function return  and   usefully the jquery object is passed along javascript whenever click me is clicked given the text of this is something then change the text to clicked and implement javascript whenever conditions add the text of this is something function return this text something or again you can use a regexp javascript whenever conditions add the text of this is function value return this text value you can chain conditions and actions javascript whenever click me is clicked given the text of this is something and some other condition and another condition then change the text to clicked and do something else and do another thing that s it at the moment the following actions are supported javascript blurred blur  clicked click  focussed focus  hovered over mouseenter  hovered out of mouseout  loaded load  ready ready  submitted submit  changed change whenever js needs a dom library in order to bind actions to events out of the box it comes with support for jquery  but as long as you have an underlying library that supports binding events to elements you can probably use it if your dom library supports jquery syntax eg zepto  you can just replace jquery with that globally eg with zepto javascript var jquery alternatively you can implement your own whenever bindfunctiontoevent and whenever unbindfunctiontoevent function here s what they look like for jquery javascript whenever unbindfunctiontoevent function selector event action return jquery document ready function jquery document undelegate selector event action whenever bindfunctiontoevent function selector event action return jquery document ready function if event ready and and event load action apply selector return jquery document delegate selector event action or for prototype javascript whenever unbindfunctiontoevent function selector event action document stopobserving selector event action whenever bindfunctiontoevent function selector event action if event ready and and event load document observe dom loaded  function action apply document document on event selector function event element action apply element after including your dom library of choice just add the whenever js script to your project eg for jquery you might prefer to place your behavior definitions and actions in separate files or all in the one file whenever is an attempt to help writing expressive javascript there are two motivations here code that can be read quickly without trudging through logic code that clearly expresses the intent of what the programmer wants to achieve consider the example above which is a bit misleading javascript whenever click me is clicked then change the text to clicked this is a trite example which serves to explain the basic workings of whenever but it s not necessarily a great example since it doesn t encapsulate very much and doesn t explain much more than the equivalent jquery would javascript a click me click function this html clicked it does remove a lot of the cruft but it might be argued that it doesn t add a lot of meaning vs the straight jquery riffing on this a little javascript whenever click me is clicked then show the user that they clicked this is probably better but maybe a bit abstract it does get away from the danger of writing code in english which completely misses the point consider javascript whenever click me is clicked then add the display class basically when it gets to this it s almost identical to the jquery and tells us nothing about why we would want to add the display class or what that means javascript a click me click function this addclass display it inherently shows what the code does but not what the overall intent was the point is whenever is an exercise in writing clean code and not necessarily writing code in english for its own sake like everything it s a fine balance
1136384,
922756, note that this project is currently in a prototype stage in particular improvements to error handling and testing should be made before using this in any serious capacity furthermore to improve resilience to failure queues should be used to pass messages between separate processes for each stage in the workflow the workflow implemented by this system looks very crudely like this in more detail accepts a video file via http post and saves the file to disk encodes the file that was uploaded in the previous phase multiple times each time at a different bitrate the encoding is performed using ffmpeg and a separate mpeg  transport stream ts file extension is produced for each bitrate the bitrates of the generated files can be modified by editing the enabled property in profiles json note that the default encoding options used for this phase produce video in h and that the output is optimized for ios devices the output can be tweaked by editing the command property in profiles json also note that ffmpeg will not necessarily work flawlessly with the default command and any arbitrary source video although source videos that were recorded on the iphone consistently behave well splits all of the mpeg  transport streams produced in the previous phase into a series of shorter segments each segment is  seconds long by default but this is configurable for each input mpeg  transport stream one per bitrate  the segmenter also produces an index file mu file extension that contains a list of all of the ts segments produced at this phase and the url at which each segment can be accessed finally once all segments have been generated and the index files have been written for each bitrate a master index file is generated also with a mu file extension this file enables variable bitrate streaming containing a list of each index file an indication of the bitrate represented by each index file and the url that each index file can be accessed at serves all of the index files and segment files produced in the previous phase via http get clients access the content server directly downloading index files and segments over http it is the client s responsibility to buffer appropriately to play segments in order without any gaps and to use heuristics to decide the bitrate of the stream it should be playing back at this given instant and also when to switch streams compatible clients i e  clients that that implement http live streaming include ios v  and devices iphone ipod touch ipad etc  and desktops with quicktime  included with mac os x snow leopard clone this project and initialize and update the required git submodules git clone git and and github com and mjrusso and livestreaming js git git submodule init git submodule update to install this specific version of node tar xzvf node v   tar gz cd node v   and configure make install faac devel faad devel lame devel libbz dev x devel when configuring ffmpeg use the following flags configure enable gpl enable nonfree enable pthreads enable libfaac enable libfaad enable libmplame enable libx build the segmenter as follows cd segmenter and cd to run the server node src and app js when a file is uploaded the processing chain encoder and segmenter will be immediately kicked off once this processing is complete and all segments and index files have been generated the url of the variable bitrate index file will be returned as the response body of the http upload request when this url is supplied to any compatible client adaptive bitrate streaming will be performed via http live streaming assuming the default values
