id,summarization,tokens,topics,description
54802321,,[],[],metal present code with style
22105003,,[],[],deprecated android floating action button
97027254,,[],"['deep-learning', 'machine-learning', 'neural-networks', 'tutorial']",an in depth machine learning tutorial introducing readers to a whole machine learning pipeline from scratch
29138379,,[],"['android', 'animation', 'listview', 'pull-to-refresh']",phoenix pull to refresh
74494679,,[],"['jekyll-site', 'reference']",css reference a free visual guide to the most popular css properties
3346928,,[],[],a terminal for your using node and express and socket io
23260742,,[],[],minimal live editing example for react
58905085,,[],[],fullscreen html background video for the web
250144,,[],[],responsive layout toolkit for sass
24953080,,[],[],open source version of google authenticator except the android app
33683694,,[],[],a data science ide for python
15401421,,[],[],a suite containing many tools to display progress information on ios
12554530,,[],[],enterprise stream process engine
66153549,,[],"['cardview', 'viewpager']",viewpager cards inspired by duolingo
33155818,,[],"['bilibili', 'macos', 'mpv', 'player']",an unofficial bilibili client for mac
64065987,,[],['tutorial'],learn the basics of web design in  minutes
11390894,,[],[],android instance state made easy
38385659,,[],[],for resolve the layout conflict when keybord panel are switching android 
14386080,,[],[],ios based charting library for both line and bar graphs
49973176,,[],[],obsolete runs node js programs through chromium devtools
1625491,,[],[],karabiner keyremapmacbook is a powerful utility for keyboard customization
6109274,,[],"['markdown', 'slideshow']", second slideshows for hackers
20849184,,[],"['cocoapods', 'ios', 'navigation', 'navigationbar', 'scrolling', 'scrollview', 'ui', 'uikit', 'uinavigationcontroller']",unlike all those arrogant this one is shy and humble easily create auto scrolling navigation bars
64289545,,[],"['alisql', 'database', 'mysql', 'tokudb']",alisql is a mysql branch originated from alibaba group fetch document from release notes at bottom
17528018,,[],[],deprecated see fork https and and github com and thelounge
12827225,,[],"['demo', 'intro', 'ios', 'walkthrough']",highly customizable drop in solution for introduction views
68475958,,[],[],optimize a js file for faster parsing unmaintained
87123146,,[],"['css-in-js', 'glamor', 'glamorous', 'react', 'styled-components']",deprecated maintainable css with react
52960120,,[],[],refreshlayout that support for overscroll and better than ios
39473685,,[],[],stochastic flame graph profiler for go programs
21156908,,[],[],fastsocket is a highly scalable socket and its underlying networking implementation of linux kernel with the straight linear fastsocket can provide extremely good performance in multicore machines in it is very easy to use and maintain as a it has been deployed in the production environment of sina
28438,,[],[],adds support for creating state machines for attributes on any ruby class
2377206,,[],[],accelerated panning and zooming for html and canvas
69534574,,[],[],the open images dataset
39876649,,[],"['httpurlconnection', 'nohttp', 'okhttp', 'restful']",lemon androidhttp  okhttp urlconnection
38046095,,[],"['flat-theme', 'gnome', 'theme', 'ubuntu', 'unity']",this is a flat theme for ubuntu and other gnome based linux systems
68566550,,[],"['chromium', 'desktop-application', 'desktop-notifications', 'dock-icon', 'golang', 'menus']",build desktop applications in go and html
86265277,,[],"['comments', 'github-blog', 'github-issues']",a comment system based on github issues
79343907,,[],"['deep-learning', 'object-detection', 'ssd', 'tensorflow', 'yolo']",single shot multibox detector in tensorflow
19894678,,[],[],android s textview that can expand and collapse like the google play s app description
108619300,,[],"['capsnet', 'capsule', 'capsule-network', 'dynamic-routing', 'routing-algorithm', 'tensorflow']",a tensorflow implementation of capsnet capsules net in paper dynamic routing between capsules
30492865,,[],[],high imitation neteasy news include
24743779,,[],[],unmaintained sticky headers decorator for android s recyclerview
35872445,,[],['openshare'],sdk   and qq and  and  and   and  and 
20390951,,[],[],obsolete please move to ionic native https and and github com and ionic team and ionic native
4967590,,[],[],cross platform javascript creative coding framework
65648767,,[],"['autoprefixer', 'babel-preset', 'es6', 'moved']",psa this repo has been moved into babel and babel
443222,,[],[],the  grid system is an effort to streamline web development workflow
105665728,,[],"['machine-learning', 'teachable-machine']",explore how machine learning live in the browser no coding required
19057802,,[],[],a library to raise your web design without coding
3100494,,[],[],a remote monitoring application using node and twitter bootstrap
23284820,,[],[],deprecated a swipe menu for listview
101303567,,[],"['acgan', 'began', 'cgan', 'cvae', 'dragan', 'ebgan', 'fashion-mnist', 'gan', 'generative-adversarial-networks', 'generative-model', 'generative-models', 'improved-wgan', 'infogan', 'lsgan', 'mnist', 'tensorflow', 'vae', 'variational-autoencoder', 'wgan', 'wgan-gp']",collection of generative models in tensorflow
61801819,,[],[],let you insight into the vue js
19346768,,[],[],twitter bootstrap  admin template
65138856,,[],"['android-application', 'app', 'butterknife', 'dagger2', 'glide', 'jsoup', 'material-design', 'mvp-android', 'mvp-architecture', 'okhttp3', 'reading-program', 'realm', 'retrofit', 'rxbus', 'rxjava', 'v2ex', 'zhihu']",books a pure reading app based on material design and mvp and rxjava and retrofit and dagger and realm and glide
1459821,,[],[],zero configuration rack server for mac os x
52153906,,[],"['android-application', 'material', 'retrofit2', 'rxjava2', 'weather']",deprecated rxjava and rxbus and retrofit and glide and material design weather app
98942693,,[],[],build native mobile apps in go
41835935,,[],[],a new webpack boilerplate with hot reloading react and error handling on module and component level
22746070,,[],[],render interfaces using pure functions and virtual dom
2658203,,[],[],matlab and octave toolbox for deep learning includes deep belief stacked convolutional neural convolutional autoencoders and vanilla neural nets each method has examples to get you started
45750356,,[],[],automatically mention potential reviewers on pull requests
15397085,,[],[],android studio plug in for generating butterknife injections from selected layout xml
1545869,,[],[],a fast promises and a and and when plus other async goodies
33761854,,[],[],the roboto family of fonts
25205606,,[],[],mobile app framework powered by react
2906456,,[],[],simple lightweight responsive slider plugin in kb
15568174,,[],[],google analytics collector as a service using ga measurement protocol
5546286,,[],[],a mystical css icon solution
21311893,,[],[],no longer actively maintained
49193239,,[],"['alibaba', 'android', 'cross-platform', 'crossplatform', 'ios', 'luaview', 'mobile', 'nativescript', 'playground', 'react-native', 'script', 'taobao', 'tmall', 'weex']",a cross platform framework to build dynamic and swift user interface 
58236945,,[],"['android', 'motion-design', 'music', 'music-player', 'player', 'prototype', 'transition', 'transitions', 'ui-proposal']",from ui proposal to code notes
21339768,,[],[],code from the react tutorial
77296348,,[],"['android', 'angular', 'animated-vector-drawable', 'icon-animations', 'ios', 'svg']",svg icon animation tool for and the web
73660839,,[],[],speech to text wavenet end to end sentence level english speech recognition based on deepmind s wavenet and tensorflow
15805577,,[],[],a ruby web framework where your ruby runs on both server and client
62973876,,[],[],machine learning meets ketosis how to effectively lose weight
31501586,,[],['webgl'],get as many fps as you need and amazing effects by rendering html and css in webgl
547820,,[],[],the original official jquery templates plugin this project was maintained by the jquery team as an official jquery plugin it is no longer in active and will be superseded by jsrender
42233871,,[],"['android-activity', 'android-aidl', 'android-apk', 'android-async-http', 'android-fragments', 'android-gradle', 'android-intent', 'android-studio', 'android-view', 'gradle-android']",an awesome list of tips for android
18042286,,[],[],pure css phones and tablets
34827714,,[],[],easy to read and write chainable animations in objective c and swift
46648544,,[],[],this is an adaptation of the ninety nine prolog problems written by werner hett
59920662,,[],"['f2e', 'gulp', 'wechat', 'weflow', 'workflow']",a web developer workflow tool by wechat team based on tmt with cross platform supported and environment ready
24139593,,[],"['android', 'calendar', 'calendar-view', 'custom-view']",android week view is an android library to display calendars week view or day view within the app it supports custom styling
12845894,,[],[],automatically switch to a darker or a lighter version of an element depending on the brightness of images behind it
5299931,,[],[],a keyboard input capturing utility in which any key can be a modifier key
47834354,,[],[],react native ui components for material design
45365298,,[],"['aspnet-product', 'dotnet-template']",archived microsoft asp net core javascript services project moved to https and and github com and aspnet and aspnetcore
61623700,,[],"['dubbo', 'dubbo-http', 'lucene', 'redis', 'shiro', 'ssm', 'websockets']",build ssm from  distributed micro service
22756550,,[],[],an elegant way to show your menu or messages
118365403,,[],"['best-practices', 'convolutional-neural-networks', 'deep-learning', 'deep-learning-tutorial', 'neural-network', 'oop', 'software-engineering', 'template', 'tensorflow', 'tensorflow-tutorials', 'tesnorflow']",a best practice for tensorflow project template architecture
2471557,,[],[],simplifies writing docblock comments in c c and and
23776930,,[],[],markdown  pdf   cv ftqq com 
45485565,,[],[],hamburger like but meatier hamburger
5289665,,[],[],a mac prefpane to manage all your homebrew installed services
91865410,,[],"['appimages', 'linux-qq', 'qq', 'tim', 'wine', 'wine-qq']",linuxqqtim easiest way to run qq tim on linux
7275915,,[],[],fast parallel object cache for ios and os x
23029895,,[],[],flat button with  different states using pop
15324383,,[],[],tree view for twitter bootstrap
34597195,,[],[],tv pp chat powered by the web
17341429,,[],"['equal-height', 'jquery', 'layout', 'match-height', 'plugin']",a responsive equal heights plugin
24688259,,[],[],make any uiview a full fledged notification center
65428555,,[],[],a rule based proxy for macos
2828194,,[],[],free android d opengl game engine
2622727,,[],"['http', 'http-client']",java http request library
8523763,,[],[],convenient uitableviewcell subclass that implements a swippable content to trigger actions similar to the mailbox app
5872657,,[],[],repo of the open source android library robospice robospice is a modular android library that makes writing asynchronous long running tasks easy it is specialized in network supports caching and offers rest requests out of the box using extension modules
9311021,,[],"['cors', 'cross-domain', 'xhr']",a pure javascript cors alternative
31690108,,[],[],the official repository for developing android apps
35597922,,[],"['electron', 'electron-api']",sample apps for electron
33599546,,[],[],deprecated image selector for android device support single choice and multi choice
86167728,,[],"['coco', 'detection', 'fasterrcnn', 'maskrcnn', 'pfn', 'rcnn', 'segmentation', 'tensorflow']",mask rcnn in tensorflow
7076763,,[],[],infinite scrolling for angularjs
70541093,,[],[],beringei is a high in memory storage engine for time series data
44288468,,[],[],make images look as if they are made out of x lego blocks
19387981,,[],[],android buttons with built in progress meters
8512283,,[],[],a css redundancy analyzer that analyzes redundancy
14600688,,[],[],angular js mobile ui framework with bootstrap 
28523724,,[],[],common react charting components using chart js
84165522,,[],"['code-splitting', 'offline-capable', 'offline-first', 'progressive-web-apps', 'pwa', 'vue-cli']",pwa template for vue cli based on the webpack template
21567832,,[],"['framework', 'man-in-the-middle', 'mitm']",framework for man in the middle attacks
10283400,,[],[],android library implementing a fading effect for the action similar to the one found in the play music app
57112772,,[],"['android', 'intro', 'introduction', 'ios', 'parallax', 'react-native']",react native app intro is a react native component implementing a parallax effect welcome page using base on react native swiper similar to the one found in google s app like docs
4368712,,[],[],this is no longer the active jersey repository please see the readme md
10992987,,[],"['chrome', 'userscript', 'youtube']",youtube center is a userscript designed to expand the functionality of youtube it includes the ability to download the video you re auto selecting your preferred video quality and much more
1282929,,[],[],a port of the processing visualization language to javascript
36490347,,[],[],marketch is a sketch  plug in for automatically generating html page that can measure and get css styles on it
7136348,,[],"['casperjs', 'firefox', 'phantomjs', 'slimerjs']",a scriptable browser like based on firefox
16223486,,[],[],font awesome split to individual svg and png files of different sizes along with node js based generator
33627494,,[],[],mac app wrapping facebook s messenger for desktop
14993750,,[],"['font', 'web-fonts']",open source webfont service
22284914,,[],"['golang', 'structs']",utilities for go structs
143617378,,[],[],chinese translation for machine learning infographics
5345965,,[],[],uitableviews for the web deprecated
1052675,,[],['games'],javascript game engine
122236970,,[],[],chrome extension and express server that exploits keylogging abilities of css
1557647,,[],"['ajax', 'jquery', 'jsonp', 'reqwest']",browser asynchronous http requests
18319723,,[],[],a truly modular frontend framework
13175334,,[],[],cms and wiki system using javascript for  client side single page application using markdown
5279985,,[],[],scripts help chinese who uses vpn to combat by modifying the route table so as routing only the censored ip to the vpn
6515538,,[],[],a series of tutorials on clojurescript
64970925,,[],"['pokemon', 'rocketmap']",live visualization of all the pokemon in your area and more
78433294,,[],"['distributed', 'distributed-systems', 'log', 'logging', 'metallica']",a distributed and cordination free log management system
15187698,,[],[],the idea of residemenu is from dribbble  and  it has come true and run in ios devices ios residemenu this project is the refsidemenu android version the visual effect is partly referred to ios version of residemenu and thanks to the authors for the above idea and contribution
9919720,,[],[],zero watches binding for angularjs
11617231,,[],[],chromium based cross platform and cross language application framework
31057802,,[],"['framework', 'mvc']",better mv ish framework
44723874,,[],[],android androidstudio androidannotations  
9451280,,[],[],a python application that detects and highlights the heart rate of an individual using only their own webcam in real time
24872332,,[],[],scotch box is a preconfigured vagrant box with a full array of lamp stack features to get you up and running with vagrant in no time
100763890,,[],"['security', 'sqlinjection', 'xss']",web security learning
12796207,,[],[],name ui navigate between remember where you ve been
110989998,,[],[],differential programming in javascript
56851083,,[],"['filterview', 'header', 'listview', 'sticky', 'stickyheaderlistview', 'stickylistview']", stickyheaderlistview    
8962069,,[],[],angularjs bindings for firebase
37374972,,[],"['browser', 'components', 'golang', 'isomorphic', 'react', 'redux', 'server-side-rendering', 'universal']",golang isomorphic react and hot reloadable and redux and css modules and ssr starter kit
41399030,,[],"['unused', 'unused-resources', 'xcode']",a mac app to find unused images and resources in xcode project
114364741,,[],[],from deekfakes faceswap https and and www reddit com and user and deepfakes and
37393283,,[],[],glow is an easy to use distributed computation system written in similar to hadoop map etc i am also working on another similar pure go https and and github com and chrislusf and gleam which is more flexible and more performant
10866815,,[],['deployment'],send your projects up in the clouds
39265689,,[],[],a simple markup language for creating rich terminal presentations and infographics
2925780,,[],[],a jquery plugin that offers a simplistic way of implementing lion os scrollbars
6180186,,[],[],a collection of helpful snippets to use inside of browser devtools
22031986,,[],[],beautiful charts for angularjs using chart js http and and jtblin github io and angular chart js
10193700,,[],[],an object oriented api for business analytics
82570541,,[],"['android', 'animation', 'design', 'expect', 'expectation', 'material']",describe your animation and run
69371163,,[],"['loader', 'loaders', 'loading-animations', 'spinner']",pure css font inline loading indicators
61755229,,[],"['docker', 'faas', 'lambda', 'serverless']",ironfunctions the serverless microservices platform by
9401692,,[],"['console', 'devtools', 'js', 'log']",console log with style
25370072,,[],"['blockchain', 'cloud', 'decentralized', 'distributed', 'sia', 'storage']",blockchain based marketplace for file storage project has moved to gitlab https and and gitlab com and nebulouslabs and sia
37468321,,[],"['android', 'animation', 'menu', 'transition']",neat that provides a simple way to implement guillotine styled animation
48660863,,[],"['artificial-intelligence', 'dino', 'genetic-algorithm', 'genome', 'google-dinosaur', 'neural-network']",an artificial inteligence to teach google s dinosaur to jump cactus
13236289,,[],[],snapshot view unit tests for ios
30626941,,[],[],androidtreeview treeview implementation for android
4913644,,[],"['cli', 'nomad']",cli for the apple dev center
8203555,,[],[],metis free bootstrap admin dashboard template
526250,,[],[],extract ios artwork and emoji symbols into png generate glossy buttons png files
37166226,,[],[],fully convolutional networks for semantic segmentation by jonathan long evan shelhamer and trevor darrell cvpr  and pami 
17035868,,[],"['authentication-backend', 'discovery-service', 'web-framework']",micro service framework in go
5950748,,[],[],a open source canvas audio implementation for ios
10312052,,[],"['angularjs', 'moment']",moment js directives for angular js timeago and more
27949922,,[],[],a collection of awesome ruby gems for rails development
4647320,,[],"['configuration', 'powerline', 'segments', 'statusbar', 'tmux', 'tmux-powerline']",statusbar configuration for tmux that looks like vim powerline and consist of dynamic segments
90976731,,[],"['android', 'calendar', 'calendar-view']",deprecated android     
62540781,,[],"['android', 'chrome', 'chromium', 'chromium-environment']",chrome browser of android version from chromium open project
19505609,,[],[],specs docs for potential future and experimental react apis and javascript syntax
6049573,,[],[],copy me for your team
23502577,,[],"['android', 'rxjava', 'sqlite', 'storio']",reactive api for sqlitedatabase and contentresolver
6689766,,[],"['alert', 'app-store', 'carthage', 'cocoapods', 'update']",notify users when a new version of your app is available and prompt them to upgrade
22042941,,[],[],an animated circular menu for android
28800891,,[],"['browser', 'servo']",experimental servo browser built in html
20344662,,[],['aspnet-product'],archived a cross platform web server for asp net core project moved to https and and github com and aspnet and aspnetcore
104973042,,[],[],defeating google s audio recaptcha with  accuracy
76898822,,[],"['algorithm', 'visualization']",interactive algorithm visualizations
494159,,[],[],ruby on rails unobtrusive scripting adapter for jquery
92406958,,[],"['autoencoder', 'convolutional-neural-networks', 'deep-learning', 'gan', 'machine-translation', 'natural-language-processing', 'recurrent-neural-networks', 'style-transfer', 'tensorflow-examples']",this repo contains the source code in my personal column https and and zhuanlan zhihu com and zhaoyeyu implemented using python   including natural language processing and computer vision such as text machine deep convolution gan and other actual combat code
21629136,,[],[],zen and the art of the objective c craftsmanship
30383524,,[],[],a heads up display for git
86312092,,[],"['codereview', 'examination', 'golang', 'golang-tools', 'linter', 'quality-report', 'reporter', 'static-analysis', 'staticcheck', 'test', 'unit-test', 'unit-testing']",a golang tool that does static unit code review and generate code quality report
13419453,,[],[],vector illustration app for the ipad
5438867,,[],[],angularjs directives for the google maps javascript api
68626716,,[],[],companion repo for the complete react native and redux course
9831253,,[],[],an uialertview replacement with block syntax and fancy transition styles
31686893,,[],"['interpreter', 'repl']",an interactive repl for go that allows you to drop into your code at any point
29465325,,[],[],deprecated https and and github com and derekparker and delve
19437654,,[],[],friendly english like interface for your command line don t remember a command ask betty
31294964,,[],"['awesome', 'awesome-list', 'conference-talk']",list of interesting conference talks and videos on php
26562172,,[],[],the baidu file system
18525562,,[],[],swipe to like or dislike any just like tinder app build a flashcard a photo and in not hours
23272510,,[],[],eol compute resource usage analysis and monitoring of container clusters
43891800,,[],[],use uistackview directly in ios and
11102909,,[],[],a lightweight and high performance image storage and processing system
70920445,,[],"['android', 'design', 'diagonal', 'elevation', 'layout', 'material-design']",with diagonal layout explore new styles and approaches on material design
74152323,,[],"['kanban', 'laravel', 'laravel-5-package', 'laravel-application', 'laravel-framework', 'laravel-package', 'package', 'scrum']",simple and robust solution to manage your software development project
9654171,,[],[],javascript replicated model m of mvc library
95142336,,[],"['performance', 'tooling', 'workshop']",a workshop covering all the tools gophers use in their day to day life
27838682,,[],"['assets', 'icons', 'scale', 'xcode-plugin']",a xcode plugin to automatically generate x image from x image for or upscale to x from x
16630339,,[],[],hammer js wrapper for vue js
2300485,,[],"['address', 'ifconfig', 'ip', 'ipconfig', 'mac', 'mac-address', 'spoofmac', 'wi-fi', 'wifi']",briefcase change your mac address for debugging
67105438,,[],[],deprecated recyclerviewcard gallery viewpager
17576966,,[],[],a workshopper for glsl shaders and graphics programming
15820094,,[],[],multifarious scrapy examples spiders for alexa and amazon and douban and douyu and github and linkedin etc
20121600,,[],"['animation', 'ios', 'transition']",custom animation transition for present modal view controller
43959517,,[],[],android library for making animated tutorials inside your app
22462204,,[],[],nifty modal dialog effects
114605454,,[],"['documents', 'groupware', 'ocr', 'office', 'paperless', 'pdf', 'scanner']",and archive all of your paper documents acquired by mayan edms
14029328,,[],"['hls', 'mpegts', 'transmuxing', 'video', 'videojs', 'videojs-contrib-hls']",hls library for video js
24973735,,[],[],hackernews clone with vue js
