id,summarization,tokens,topics,description
12928754,,[],[],ios  and  style blurred view controller that appears on top of your view controller
154789,,[],[],sammy is a tiny javascript framework built on top of it s restful evented javascript
29925100,,[],[],material design style and animations for ionic
21570384,,[],"['angular', 'angular-filters', 'filter', 'ng-pipes']",bunch of useful filters for angularjs with no external dependencies
18727860,,[],[],android library used to create an awesome android ui based on a draggable element similar to the last youtube graphic component
2723064,,[],[],a event driven javascript architecture for developing component based applications
8170346,,[],"['jquery', 'jquery-plugin', 'menu', 'navigation', 'plugin', 'responsive']",sidr is a jquery plugin for creating side menus and the easiest way for doing your menu responsive
68572656,,[],"['parallax', 'transformer', 'transition', 'viewpager']",viewpager with parallax together with vertical sliding or click and activity transition
38846351,,[],[],this is a project designed to help controlling android mediaplayer class it makes it easier to use mediaplayer listview and recyclerview also it tracks the most visible item in scrolling list when new item in the list become the most this library gives an api to track it
1755328,,[],[],an implementation of task and event based asynchronous pattern
3429960,,[],[],javascript library for one directional scrolling with item based navigation support
9873882,,[],[],collaborative editing for vim
22845841,,[],[],persistent two way databinding
5567476,,[],"['angular', 'angularjs', 'cookie', 'localstorage']",an angularjs module that gives you access to the browsers local storage with cookie fallback
15715000,,[],[],yeoman generator for reactjs and webpack
38110583,,[],[],deprecated just a sample of the android percent support lib
45137369,,[],[],a recurrent neural network for generating little stories about images
17107214,,[],"['minimalist', 'progressbar']",very lightweight progress bars no jquery
8239165,,[],[],icon font library for ios currently supports font foundation and ionicons
29536194,,[],"['android', 'android-pathview', 'animation', 'svg']",android view with both path from constructed path or from svg
15703784,,[],"['clang-format', 'plugin', 'xcode', 'xcode-plugin']",xcode plug in to to use clang format from in xcode and consistently format your code with clang
29785166,,[],[],pencil practical comparison of different flux solutions
30810457,,[],[],usbkill is an anti forensic kill switch that waits for a change on your usb ports and then immediately shuts down your computer
54940914,,[],[],open source version of jianliao com
55743562,,[],"['activityrouter', 'router']",router activities and methods with url for android
26663083,,[],[],a charting tool that produces shareable charts from any data file
15680192,,[],[],a surgical debugging tool to uncover the layers under your app
13889021,,[],[],add a progress meter to your loops in a second
1539787,,[],[],play your company s dj
273718,,[],[],html web socket implementation powered by flash
9904556,,[],[],a core audio based streaming audio player for ios and macos
1518559,,[],[],a friendly wrapper for launchctl
53020467,,[],"['animation', 'guidepageview', 'viewpager']",combine viewpager and animations to provide a simple way to create applications guide pages
9954710,,[],[],classical equations and diagrams in machine learning
22777776,,[],[],a general theory of reactivity
21897528,,[],[],selection of projects accompanying the ios day by day blog series
8680846,,[],[],a markdown editor http and and lab lepture com and editor and
10013861,,[],[],easy to use listview with pinned sections for android
1405796,,[],[],a drop in inline browser for your ios app
11390832,,[],"['architecture', 'book', 'c-plus-plus', 'design-patterns', 'game-development', 'markdown', 'optimization']",source repo for the book
21758476,,[],[],easy benchmarking of all publicly accessible implementations of convnets
13838338,,[],[],collection of ios drop in components to visualize progress
86901323,,[],[],configurable animations based on points
27065091,,[],[],javascript library enabling svg icons to morph from one to the other it implements material design s delightful details transitions this project is not maintained anymore
5429498,,[],[],multiple skin admin template
53668878,,[],[],an open source version of a game engine developed by croteam for the classic serious sam games
5219439,,[],[],open  api compatible replacement of uicollectionview for ios  and
12876724,,[],[],format html inputs to match a specified pattern
41328612,,[],"['icmp', 'proxy', 'tunnel']",transparently tunnel your ip traffic through icmp echo and reply packets
481811,,[],[],large scale server deploys using bittorrent and the bittornado library note project no longer maintained
2014561,,[],[],local server for android s hierarchyviewer
3027949,,[],[],the definitive html mobile javascript framework
4864799,,[],[],angularjs webinspector extension for chrome
67722319,,[],"['big-data', 'distributed-computing', 'linear-regression', 'simple', 'tensorflow', 'tensorflow-examples', 'tensorflow-exercises', 'tensorflow-tutorials']",bare bone examples of machine learning in tensorflow
8256156,,[],[],an activity diagram to describe the resolution of http response status given various headers
2629802,,[],[],a framework for developers who want to build and share cross device applications
2238128,,[],[],a minimal amd api implementation for use after optimized builds
28677272,,[],[],example code for my building and deploying microservices with event cqrs and docker presentation
14439422,,[],[],create image differential between two images
61919271,,[],"['ast', 'component-hierarchy', 'developer-tools', 'react', 'redux', 'visualization']",a developer tool to visualize a react application s component hierarchy
15299224,,[],[],spdy for ios and os x
18831424,,[],[],custom transition between viewcontrollers holding tableviews
19267652,,[],[],go style concurrency in c
7209011,,[],[],a tooltip style toolbar jquery plugin
55352449,,[],[],a cool search view animation library
66422965,,[],"['css-framework', 'cssnext', 'design', 'flexbox', 'mobi-css', 'mobile', 'mobile-first', 'postcss']",a mobile first css framework
14614459,,[],[],production quality meteor deployments
31394531,,[],"['babel', 'best-practices', 'isomorphic', 'nodejs', 'react', 'universal', 'webpack', 'wonderful']",create an isomorphic react app in less than  minutes
7491531,,[],[],html inspector is a code quality tool to help you and your team write better markup it s written in javascript and runs in the so testing your html has never been easier
41651407,,[],[],an implementation of the paper a neural algorithm of artistic style
48935181,,[],[],patterns for using flexbox css to build awesome ui components
47060103,,[],"['card', 'slide-card', 'tantan', 'viewdraghelper', 'viewgroup']",enable users to slide card to the left or right smoothly and continuously
45316202,,[],[],ruby idiomatic refactoring and best practices
102494292,,[],"['animation', 'flowlayout', 'ios', 'iphone-x', 'scroll', 'tiles', 'uicollectionview', 'xcode']",vegascroll is a lightweight animation flowlayout for uicollectionview completely written in swift compatible with ios  and xcode 
9214768,,[],[],skull this repository is because it has been split into https and and github com and linuxbrew and brew and https and and github com and linuxbrew and homebrew core
5418669,,[],[],the jquery plugin for big background video and images
31860188,,[],[],wave motion detection using the doppler effect
66072861,,[],"['dagger2', 'greendao', 'mvp', 'news', 'photo-browser', 'retrofit', 'rxjava', 'video-player']",android mvp architecture
16750251,,[],[],a linux system information web dashboard using psutils and flask
26710221,,[],[],over  customizable icons for android including  and google material design  ready made social and more
83137235,,[],"['douban', 'superagent', 'vue-cli', 'vue-demo', 'vue-resoure', 'vue-router', 'vue2', 'vuex', 'webpack2']",awesome douban demo created with vue x and vuex and vue router and superagent
81436215,,[],"['android-application', 'material-design', 'music-player', 'mvp-android', 'retrofit2-rxjava']",a grace material design music player
15263202,,[],[],increase your landing page conversion rates
72081317,,[],"['card', 'cards', 'flow-layout', 'itemtouchhelper', 'layoutmanager', 'swipeable']",some custom layoutmanager such as swipecard flowlayout layoutmanager     
4455122,,[],"['bootstrap', 'metro-ui']",simple and complete web ui framework to create web apps with windows  metro user based on bootstrap 
5284910,,[],[],smart less css mixins library
7268697,,[],"['boilerplate', 'mongodb', 'nodejs']",construction project see aqua and frame
48629072,,[],"['angular2', 'growth', 'growth-hacking', 'ionic', 'ionic2', 'phodal', 'repractise']",v  please update to growth   growth app to help you be awesome developer awesome hacker
15117001,,[],[],validator component for vue js
32148751,,[],"['android', 'animation', 'collection', 'module']",user profile interface animation
3626870,,[],[],no longer maintained develop for  x and dude
4398942,,[],[],asgard is deprecated at netflix we use spinnaker www spinnaker io web interface for application deployments and cloud management in amazon web services aws binary download http and and github com and netflix and asgard and releases
2324107,,[],[],drop in sharing features for all iphone and ipad apps
51025772,,[],[],a simple webpack tutorial
37496940,,[],[],porting uistackview to ios  and
8502433,,[],[],the earliest versions of the very first c compiler known to exist in the wild written by the late legend himself dmr
12434576,,[],[],a powerful little tool for managing css animations
48832504,,[],[], weixin wechat     recyclerview  mvp  wechat weixin 
42249497,,[],"['bayesian-statistics', 'pymc', 'tutorial']",a python tutorial on bayesian modeling techniques pymc
63221595,,[],[],benchmarks for popular cnn models
20146448,,[],[],the basics of a swipeable card interface inspired by tinder
246773,,[],[],a lightweight clientside json document
28197707,,[],"['android-library', 'superslim']",a layout manager for the recyclerview with interchangeable and staggered displays of all with configurable section headers including the sticky variety as specified in the material design docs
4782634,,[],[],compatibility with the functions that ship with php  
55937898,,[],[],download the entire wayback machine archive for a given url
3379489,,[],[],a nodejs library to keep an eye on your memory and discover and isolate leaks
42167511,,[],[],this is a drop down it is more beautiful and powerful than swiperefreshlayout
20968699,,[],[],movie collection and information app for android
60904803,,[],"['mobile-web', 'touch', 'ui-experiment']",a library to create multi device experiments
3044325,,[],[],maple s vim config files
88403801,,[],"['algorithms', 'binary-trees', 'computer-science', 'sort', 'sorting-algorithms']",common and useful algorithms with modern js and beautiful tests
4696667,,[],[],web app for drag drop building bootstrap forms
46862438,,[],[],advanced cpu based password recovery utility
24990127,,[],"['firebase', 'hacker-news', 'react', 'react-app']",react powered hacker news client
39634,,[],[],access core functions on iphone and blackberry using javascript
77010989,,[],[],an imageview can auto scroll with device rotating
7419516,,[],[],the eternal morally vigilant programming language
3765120,,[],"['css-arrow', 'tooltip-arrow']",generate css tooltip arrows
11671333,,[],[],a front end charting application that facilitates easy creation of simple beautiful charts
4415704,,[],[],really simple media queries in sass
4392409,,[],[],console client for evernote
6376011,,[],[],an easily stylable semantic html data grid widget with a javascript api that doesn t suck
23478,,[],[],facebook style tooltips plugin for jquery
1099206,,[],"['html5-canvas', 'image-classification', 'image-processing', 'nudity-detection']",nudity detection with javascript and htmlcanvas
13504233,,[],[],block based animations made comes with easing functions and a caspringanimation replacement
15368044,,[],[],c  is an application to help people develop film at home by providing a series of recipes for photographers to use
451490,,[],[],jquery masked input plugin
25251845,,[],[],ios project bootstrap aimed at high quality coding
41884850,,[],"['android', 'android-development', 'morphing-animations', 'svg-images', 'svg-path', 'vectalign']",tool for create complex morphing animations using vectordrawables allows morphing between any pair of svg images
56657547,,[],[],code for the paper let there be color joint end to end learning of global and local image priors for automatic image colorization with simultaneous classification
52214257,,[],[],a ruby on rails inspired web framework for swift that runs on linux and os x
84085844,,[],"['android', 'blockcanaryex', 'findblock', 'performance', 'performance-monitoring']",make performance bottleneck detection easily when app blocked
10755256,,[],[],a client and server side router designed specifically for meteor
238539,,[],[],wax is now being maintained by alibaba
9908495,,[],[],a showcase collection of various page transition effects using css animations
2361775,,[],[],linear that wrap its content to the next line if there is no space in the current line
31734644,,[],[],a clone of the google now and maps and play persistent search bar
29548071,,[],[],a science fiction desktop running on linux awesome
12180649,,[],[],wypopovercontroller is for the presentation of content in popover on iphone and ipad devices very customizable
4808664,,[],[],bonsaijs is a graphics library and renderer
69570428,,[],[],using fan layout manager you can implement the horizontal the items of which move like fan blades
71976622,,[],"['hack', 'hacking', 'hacks', 'winapi', 'windows', 'windows-api', 'windows-hacks', 'windowsapi']",creative and unusual things that can be done with the windows api
17728623,,[],[],r cnn regions with convolutional neural network features
40329787,,[],"['node', 'package-manager']",package like but faster an alternative package manager for node
17781107,,[],[],a custom element for flexible gif playback
14674225,,[],"['data-viz', 'threejs', 'tron', 'webgl']",web tribute to the tron legacy boardroom scene
20617245,,[],[],an android library and includes kjdatabase kjframeforandroid is designed to wrap complexity of the android native sdk and keep things simple
60341171,,[],[],one custom view for show something just like cards with animations
610547,,[],[],jquery matchers and fixture loader for jasmine framework
10034660,,[],[],thinkandroid  apacheandroid   android android mvc sqlite orm ioc android     android oom     android 
2788082,,[],[],an html and css framework used at sapo for fast and efficient website design and prototyping
9372404,,[],"['countries', 'icons']",a free collection of maps for every country in the available in  sizes or in svg
1840036,,[],[],skynet is a framework for distributed services in go
68827685,,[],"['computer-vision', 'convolutional-neural-networks', 'deep-learning', 'gans', 'interfaces', 'machine-learning']",a simple interface for editing natural photos with generative neural networks
510517,,[],[],jquery plugin reorder and filter items with a nice shuffling animation
456545,,[],[],an apns provider with multi app support
46211416,,[],[],a new kind of terminal
2124683,,[],[],interactive api documentation system
16038543,,[],[],fit things into other things
15470270,,[],[],golang push server cluster
6203428,,[],[],sample apps for node webkit
33357911,,[],[],android boilerplate project using dagger mockito and more
854624,,[],[],no longer maintained a js utility for for parsing urls and extracting information out of them
33700453,,[],[],easily set mac retina display to higher unsupported resolutions
25102239,,[],"['docker', 'golang', 'management', 'monitor', 'seagull', 'web']",friendly web ui to manage and monitor docker
15236811,,[],[],a library of custom ios view controller animations and interactions
49686795,,[],[],docker to kubernetes in one command
56199482,,[],[],facebook messenger bot  minute tutorial
5679888,,[],[],testing http requests has never been easier nocilla stunning http stubbing for ios and mac os x
10626798,,[],"['android', 'card-scanning', 'credit-card', 'ocr', 'sdk']",card io provides easy credit card scanning in mobile apps
326127,,[],[],the missing ui library for the web
8159609,,[],"['canvas', 'drawing', 'drawingboard', 'paint']",a canvas based drawing app that you can integrate easily on your website
55238527,,[],[],interactive javascript notebooks with clever graphing
58985060,,[],"['android-studio', 'plugin', 'translation']",android studio english to chinese android studio
54070348,,[],[],vgg and vgg on tensorflow
14815748,,[],[],an easier way to handle third party url schemes in ios apps
4657583,,[],[],android imageview widget with zoom and pan capabilities
1931236,,[],[],this plugin is used to fix elements on the page anywhere it still allows the element to continue to move left or right with the horizontal scroll
63730796,,[],[],electron app around pokemongo map
39902722,,[],"['card', 'cascading', 'mansonry', 'minigrid', 'minimal']",minimal kb zero dependency cascading grid layout
7227123,,[],[],simplify your ios and mac analytics
17334244,,[],[],trace objective c method calls by class or instance
468501,,[],[],rails plugin to conveniently handle multiple models in a single form
5744149,,[],[],the essential storekit companion
79366567,,[],[],deep learning with dynamic computation graphs in tensorflow
7377298,,[],[],nsstring and fontawesome
43239563,,[],"['android', 'appbarlayout', 'material-design', 'support-library']",smooth version of google support design appbarlayout
26972032,,[],"['allocations', 'arc', 'backtrace', 'carthage', 'cocoapods', 'heap-snapshot', 'heapinspector', 'instruments', 'ios', 'leaks', 'memory-allocation', 'memory-heap', 'memory-leaks', 'memory-management', 'monitoring', 'performance', 'performance-analysis', 'performance-visualization', 'retain-cycles']",find memory issues leaks in your ios app without instruments
81653189,,[],"['android', 'android-library', 'annotation-processor', 'app-shortcuts']",android library that generates app shortcuts from shortcut annotations
49858180,,[],[],a tcp performance profiling tool
39400754,,[],[],a custom pull to refresh layout which contains a interesting animation
36766479,,[],[],plugin for sketch allowing for css flexbox layouts using stylesheets and prototypes
11827104,,[],[],next generation vim support for atom
17568233,,[],[],variety of angular demos
74047464,,[],"['android-library', 'android-view', 'animation', 'customview', 'dynamic', 'effects', 'ui-components', 'view']",star a cool dynamic view library
50753708,,[],"['sui-mobile', 'vue-resource', 'vue-router', 'vue-sui-demo']",vue  sui mobile demo vue sui vue vue webpack a web app written by vue sui mobile
64744682,,[],"['react', 'react-router', 'redux']",react     react  spa webpack and es and babel and redux and react router an excellent react starter  react starter  vue cli 
1138536,,[],[],a lightweight dependency injection framework for objective c
52667901,,[],[],yet another github client written with react native
71188401,,[],"['gui', 'jq', 'json', 'json-splora']",gui for and manipulating json data
1563595,,[],[],calipso is a simple nodejs content management system based on connect mongoose
130473,,[],[],a simple javascript shopping cart that easily integrates with your current website
7810676,,[],[],a cross browser library for adding ide style behaviors to plain text areas
497608,,[],[],persistence js is an asynchronous javascript database mapper library you can use it in the as well on the server and you can share data models between them
63567028,,[],[], and  and wechat and  and moments and github
16846580,,[],[],authoring tools framework atf is a set of c and net components for making tools on windows atf has been in continuous development in sony computer entertainment s sce worldwide studios central tools group since early  atf has been used by most sce first party studios to make many custom tools such as naughty dog s level editor and shader editor for the last of guerrilla games sequence editor for killzone games including the killzone shadow fall ps launch title an animation blending tool at santa monica a level editor at bend a visual state machine editor for quantic sound editing and many others
22277409,,[],[],swipe between viewcontrollers like in the spotify or twitter app with an interactive segmented control in the navigation bar
33183769,,[],[],a custom zooming transition animation for uiviewcontroller
28574516,,[],[],deprecated reactjs and nodejs express demo tutorial with video universal and isomorphic js shared javascript that runs on both the client server
14474326,,[],[],octopress   jekyll s ferrari
34944760,,[],"['angularjs', 'laravel', 'material']",get started with laravel   and angularjs material
7870903,,[],[],implementing jqueryui drag and drop functionality in angularjs with animation is easier than ever
36710743,,[],[],a mac app to decode and extract images from ios support png and jpg and ipa and assets car files
31919038,,[],[],android shadow layout
16243703,,[],[],a blockchain based dns and http server that fixes https and more
3098140,,[],[],mysql fork maintained and used at twitter
55318630,,[],"['apple', 'apple-documentation', 'playground', 'playgrounds', 'playgrounds-platform', 'swift-language', 'swift-summary', 'xcode']",a summary of apple s swift language written on playgrounds
39222173,,[],"['android', 'android-library', 'animation', 'motion']",a motion driven animation framework for android
29912012,,[],"['android', 'reverse-engineering']",reverse engineering tools for android android 
34301795,,[],"['collection', 'pagecontroller', 'parallax', 'parallax-header', 'tabcontroller', 'tableview']",segment tab controller with parallax header
63655543,,[],"['effect', 'library', 'text']",a tiny javascript library for obfuscating and revealing text in dom elements astonished
26014537,,[],[],tmi too many images discover your image weight on the web
56219025,,[],"['android', 'picker-library', 'timepickerdialog']",an android time picker library
56403768,,[],[],rocket a babel preset and plugins for optimizing react code
24201496,,[],[],a small library for generalized transformation of data inspired by clojure s transducers
1735848,,[],[],easily use backbone js with rails  
1629171,,[],[],a simple javascript framework for creating games and apps
55289739,,[],[],a pull to refresh layout for the recyclerrefreshlayout is based on the swiperefreshlayout support all the highly code etc really a practical refreshlayout
1904718,,[],[],the semantic css grid
80681483,,[],[],a react native app simulating eleme app run ios and android
25570987,,[],[],a secure socket tunnel works on getqujing com
60250640,,[],[],a toolkit help to build android mvvm application
20535693,,[],[],a hacker news reader in swift
5283216,,[],[],find unused and duplicate css
44912039,,[],[],an android mvp architecture diagram framwork
32192427,,[],[],an android password view that looks like the pay password view in wechat app and alipay app
1234795,,[],[],mvc framework built on node js works on server and browser
11756078,,[],[],picast turns your  raspberry pi in to a chromecast like device
41726664,,[],"['fragments', 'slide', 'taobao']",vertical slide to switch to the next fragment looks like vertical viewpager
8494263,,[],[],pull to refresh for the web
12924500,,[],[],taste global original animation
6300427,,[],[],web based pp file sharing built on webrtc data channels api
64168112,,[],[],a reliable tool for performing automated code refactoring
43213660,,[],[],presentation materials from cppcon 
1589604,,[],[],an example application for creating page curl and flip effect on android using opengl es
83523633,,[],"['android-pay', 'android-pay-lib', 'android-pay-library', 'pay-bill']",a pay library for and which support wechat pay and ali pay and developer can easily use wechat pay in two lines of code and developer can easily use ali pay in three lines of code   
41967587,,[],[],deprecated an android library that brings the expandable layout with various animation you can include optional contents and use everywhere
19928024,,[],"['crawler', 'pipeline', 'schedule', 'spider']", golang an awesome go concurrent crawler spider framework the crawler is flexible and modular it can be expanded to an individualized crawler easily or you can use the default crawl components only
17637945,,[],[],a drop in replacement for uisegmentedcontrol for showing to be used typically on a user profile
15907840,,[],"['gif-library', 'gifs', 'jekyll']",joy camera sparkler storage place for all mah gifs
1093060,,[],[],openelec the living room pc for everyone
17704954,,[],['url-router'],yet another url router for ios
25522248,,[],"['chrome-devtools', 'snippets']",chrome devtools code snippets
68417164,,[],"['deep-learning', 'machine-learning', 'tensorflow', 'wavenet']",speedy wavenet generation using dynamic programming zap
6160121,,[],[],the scripted code editor
48028972,,[],"['authentication', 'frontend', 'login-flow', 'react', 'redux']",key a login and register flow built with react redux
24306852,,[],"['cash', 'credit-cards', 'icon-pack', 'icons', 'money', 'payment', 'paymentfont', 'webfont']",a sleek webfont featuring your favourite payment methods
60592831,,[],"['vue-mobile', 'vue-ui', 'weui-vue']",an ui framework build with vue js for mobile webapp
25623543,,[],[],an all in one tool to activate and diagnose macos    continuity on compatible mac configurations
86332745,,[],"['adversarial-nets', 'dcgan', 'gan', 'infogan', 'wasserstein-gan']",resources and implementations of generative adversarial nets infogan
6665626,,[],[],a sublime text plugin for arduino
9603444,,[],[],mobile friendly angularjs carousel
32909821,,[],"['animation', 'support-3d-touch']",sahistorynavigationviewcontroller realizes ios task manager like ui in uinavigationcontoller support d touch
15037688,,[],[],encryptr is a zero knowledge cloud based password manager and e wallet powered by crypton
5906854,,[],[],a delicious way to organize programs
21945852,,[],[],ios and objective c an extremely simple uialertview alternative
13638851,,[],[],a super charged version of myintroductionview for building custom app introductions and tutorials
13963501,,[],[],a quick look plug in for mobileprovision files
3602702,,[],[],a python library for oauth   and  and ofly
67930104,,[],"['android', 'flip-animating', 'opengl-es', 'pageflip', 'pageturnning', 'reading-program']",d style page flip on android
29837537,,[],[],procedural texture generator
26163862,,[],"['cnodejs', 'ionic', 'ionic-framework']",the mobile app of https and and cnodejs org made by ionic  web demo http and and lanceli com and cnodejs ionic
88262950,,[],"['equationgroup', 'nsa', 'shadowbrokers']",decrypted content of odd tar xz swift tar xz gpg and windows tar xz gpg
77157552,,[],[],a photoview to scale image and finish activity photoview
3106812,,[],[],a web interface for managing redis and live monitoring
61652964,,[],[],chrome extension for full text history search
53408768,,[],[],temporal reprojection anti aliasing for unity   and
86488003,,[],"['gui', 'qt5', 'radare2', 'reverse-engineering']",this project has been moved to
75108785,,[],[],the magic of google autocomplete while you re typing anywhere
1174826,,[],[],html content and article extractor in scala open sourced from gravity labs
